catid,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match
238080,3,3.0,213.12487714,1.58770055,213.12487714,1.58770055,18.459,18.456,0.02698,0.02609,-16.88,1.83,21.29,21.84,23.81,0.4431,19.86,8.33,0.47,0.162,8.0,0.0,GAMA,,,,True,True,True
238085,1,3.0,213.16654452,1.75490355,213.16654452,1.75490355,15.666,15.631,0.01911,0.01769,-18.97,7.98,21.99,22.58,24.51,0.3434,108.89001,9.21,0.5,0.191,8.0,0.0,GAMA,,,,False,True,True
238094,1,3.0,213.24190684,1.71251992,213.24190684,1.71251992,16.323,16.333,0.02682,0.02593,-19.02,7.78,22.11,23.03,24.73,0.5309,156.65,9.17,0.43,0.177,8.0,0.0,GAMA,,,,False,True,True
238125,3,3.0,213.32890889,1.66440168,213.32890889,1.66440168,16.042,16.031,0.02677,0.02588,-19.3,8.68,20.97,21.59,23.48,0.8247,130.04999,9.5,0.72,0.173,8.0,0.0,GAMA,,,,True,True,True
238131,1,3.0,213.39950594,1.73627399,213.39950594,1.73627399,16.791,16.81,0.0265,0.02561,-18.49,3.39,20.69,21.55,23.27,0.5578,22.970001,9.13,0.64,0.196,8.0,0.0,GAMA,,,,False,True,True
238164,1,3.0,213.44665007,1.74971467,213.44665007,1.74971467,16.73,16.727,0.02644,0.02555,-18.61,5.62,22.26,22.98,24.78,0.2355,68.58,8.99,0.42,0.203,8.0,0.0,GAMA,,,,False,True,True
238203,1,1.5,213.57276397,1.76955801,213.57276397,1.76955801,17.154,17.246,0.05543,0.05453,-19.77,3.86,21.53,22.92,24.49,0.3546,84.92999,10.02,1.18,0.207,8.0,0.0,GAMA,,,,False,True,True
238204,1,2.0,213.59116389,1.74089207,213.59116389,1.74089207,15.753,15.765,0.0551,0.0542,-21.21,4.57,20.38,21.7,23.29,0.4529,161.85,10.65,1.21,0.203,8.0,0.0,GAMA,,,,False,True,True
238211,1,0.0,213.63597383,1.73160035,213.63597383,1.73160035,14.843,14.881,0.05396,0.05307,-22.1,3.34,19.59,20.94,22.52,0.0702,45.370003,11.04,1.29,0.2,8.0,0.0,GAMA,,,,False,True,True
238212,1,0.0,213.63569528,1.7337626,213.63569528,1.7337626,15.287,15.214,0.05499,0.0541,-21.82,2.25,19.28,20.73,22.3,0.0315,169.09,10.9,1.26,0.2,8.0,0.0,GAMA,,,,False,True,True
238213,1,1.5,213.63225508,1.72964628,213.63225508,1.72964628,15.078,14.846,0.05449,0.0536,-22.16,8.47,21.34,22.84,24.4,0.2131,36.729996,11.04,1.25,0.2,8.0,0.0,GAMA,,,,False,True,True
238214,3,0.5,213.62610101,1.73115722,213.62610101,1.73115722,17.629,17.039,0.05393,0.05304,-19.95,1.11,19.62,20.62,22.29,0.2028,27.330002,10.13,1.21,0.2,8.0,0.0,GAMA,,,,True,True,True
238216,1,1.5,213.63109701,1.75889226,213.63109701,1.75889226,17.289,17.172,0.05794,0.05704,-19.88,4.36,21.09,21.94,23.66,0.7266,10.190002,10.18,1.31,0.202,8.0,0.0,GAMA,,,,False,True,True
238221,1,3.0,213.66331423,1.68357621,213.66331423,1.68357621,16.53,16.541,0.05468,0.05379,-20.43,6.09,21.2,21.98,23.75,0.7108,146.37,10.22,1.06,0.195,8.0,0.0,GAMA,,,,False,True,True
238276,1,1.0,213.76379677,1.65231095,213.76379677,1.65231095,15.807,15.75,0.05557,0.05468,-21.29,2.14,18.54,19.9,21.48,0.5738,9.429993,10.58,1.13,0.175,8.0,0.0,GAMA,,,,False,True,True
238282,1,1.0,213.81396578,1.73135537,213.81396578,1.73135537,16.038,16.058,0.0549,0.05401,-20.93,4.08,20.48,21.82,23.4,0.3792,32.200012,10.48,1.17,0.164,8.0,0.0,GAMA,,,,False,True,True
238325,1,0.5,213.95445523,1.71980763,213.95445523,1.71980763,16.731,16.752,0.05495,0.05406,-20.23,3.68,20.98,22.47,24.03,0.3374,87.78,10.18,1.14,0.159,8.0,0.0,GAMA,,,,False,True,True
238328,1,3.0,213.96582061,1.58637871,213.96582061,1.58637871,17.492,17.519,0.02627,0.02538,-17.75,2.44,21.07,21.59,23.61,0.3558,147.35,8.82,0.62,0.144,8.0,0.0,GAMA,,,,False,True,True
238350,1,2.0,214.09509666,1.59117526,214.09509666,1.59117526,14.794,14.76,0.05471,0.05382,-22.26,11.91,21.59,23.2,24.76,0.2177,163.48,11.09,1.26,0.142,8.0,0.0,GAMA,,,,False,True,True
238351,1,2.0,214.08973116,1.59468247,214.08973116,1.59468247,17.236,17.01,0.05498,0.05409,-20.01,2.79,20.98,21.78,23.53,0.4717,22.970001,10.14,1.19,0.141,8.0,0.0,GAMA,,,,False,True,True
238358,1,2.0,214.12842063,1.61888413,214.12842063,1.61888413,14.885,14.873,0.05474,0.05385,-22.11,8.0,20.92,22.29,23.87,0.253,135.37,10.78,0.93,0.15,8.0,0.0,GAMA,,,,False,True,True
238360,1,3.0,214.01850309,1.74886286,214.01850309,1.74886286,16.86,16.884,0.05657,0.05568,-20.19,4.38,20.83,21.6,23.37,0.7005,49.130005,10.15,1.12,0.164,8.0,0.0,GAMA,,,,False,True,True
238369,1,2.5,214.14246706,1.62815374,214.14246706,1.62815374,16.737,16.725,0.05682,0.05593,-20.37,4.48,20.56,21.42,23.14,0.7532,7.01001,10.18,1.05,0.154,8.0,0.0,GAMA,,,,False,True,True
238395,1,3.0,214.24318993,1.64043038,214.24318993,1.64043038,15.027,14.764,0.02595,0.02506,-20.5,4.11,19.87,20.7,22.44,0.1814,74.869995,9.87,0.57,0.162,8.0,0.0,GAMA,,,,False,True,True
238398,1,-9.0,214.26069847,1.56737501,214.26069847,1.56737501,17.11,17.109,0.05763,0.05674,-19.99,2.39,20.69,22.11,23.68,0.1826,178.74,10.04,1.09,0.146,8.0,0.0,GAMA,,,,False,True,True
238406,1,3.0,214.20244045,1.75963445,214.20244045,1.75963445,15.683,15.722,0.05673,0.05584,-21.34,6.77,21.65,22.42,24.19,0.3745,21.910004,10.45,0.92,0.157,8.0,0.0,GAMA,,,,False,True,True
238412,1,1.0,214.25389026,1.66315035,214.25389026,1.66315035,15.478,15.349,0.05622,0.05533,-21.73,2.6,18.27,19.67,21.25,0.6809,108.26,10.88,1.28,0.163,8.0,0.0,GAMA,,,,False,True,True
238453,1,0.5,214.30321406,1.71399133,214.30321406,1.71399133,15.731,15.718,0.05546,0.05458,-21.32,3.29,20.12,21.49,23.07,0.1013,19.169998,10.69,1.24,0.161,8.0,0.0,GAMA,,,,False,True,True
238458,2,0.0,214.34860454,1.64469621,214.34860454,1.64469621,15.238,15.081,0.07843,0.07753,-22.78,6.69,20.92,22.53,24.08,0.0787,49.51999,11.28,1.3,0.158,8.0,0.0,GAMA,,,,True,True,True
238496,1,1.5,214.47222209,1.63964903,214.47222209,1.63964903,16.954,16.957,0.05544,0.05456,-20.07,5.31,21.2,22.14,23.83,0.7284,77.22,10.13,1.16,0.142,8.0,0.0,GAMA,,,,False,True,True
238500,2,0.0,214.4985581,1.70716045,214.4985581,1.70716045,16.903,16.894,0.05498,0.0541,-20.12,1.62,19.65,21.3,22.85,0.1543,23.020004,10.18,1.19,0.139,8.0,0.0,GAMA,,,,True,True,True
23865,1,3.0,183.40604917,1.06396007,183.40604917,1.06396007,17.068,17.23,0.00695,0.00494,-15.16,15.96,24.35,25.54,27.15,0.6165,117.21,7.88,0.71,0.121,8.0,0.0,GAMA,,,,False,True,True
23868,1,3.0,183.29129534,1.19232799,183.29129534,1.19232799,17.611,17.624,0.0229,0.02132,-17.37,1.83,20.7,21.38,23.22,0.2515,27.62001,8.67,0.63,0.132,8.0,0.0,GAMA,,,,False,True,True
238922,1,0.0,215.7872446,1.67158066,215.7872446,1.67158066,13.937,13.869,0.02702,0.02618,-21.52,6.33,19.53,21.06,22.62,0.1972,127.53,10.74,1.13,0.123,8.0,0.0,GAMA,,,,False,True,True
239092,1,3.0,216.40870223,1.60042781,216.40870223,1.60042781,15.634,15.537,0.03945,0.03861,-20.7,9.75,22.5,23.52,25.18,0.2268,142.5,9.99,0.63,0.114,8.0,0.0,GAMA,,,,False,True,True
239109,1,2.0,216.54178891,1.60488788,216.54178891,1.60488788,15.464,15.457,0.08622,0.08535,-22.61,6.41,20.8,21.83,23.48,0.4547,70.01999,11.12,1.18,0.117,8.0,0.0,GAMA,,,,False,True,True
239172,2,3.0,216.68225,1.62607325,216.68225,1.62607325,18.967,18.967,0.02978,0.02896,-16.58,2.56,22.22,22.72,24.77,0.5506,11.929993,8.22,0.47,0.115,8.0,0.0,GAMA,,,,True,True,True
239249,2,3.0,217.01837565,1.63906305,217.01837565,1.63906305,16.885,16.931,0.02983,0.02901,-18.65,3.46,20.25,20.64,22.93,0.7536,126.02,9.36,0.84,0.118,8.0,0.0,GAMA,,,,True,True,True
239292,2,0.5,217.19993103,1.69292605,217.19993103,1.69292605,16.825,16.837,0.04906,0.04823,-19.89,1.92,19.58,20.25,22.1,0.4923,70.380005,10.0,1.07,0.126,8.0,0.0,GAMA,,,,True,True,True
239376,2,3.0,217.52015311,1.53684563,217.52015311,1.53684563,15.93,15.897,0.02794,0.02714,-19.55,7.93,21.23,22.02,23.78,0.6775,176.11,9.58,0.68,0.131,8.0,0.0,GAMA,,,,True,True,True
239490,1,3.0,217.99756757,1.58139943,217.99756757,1.58139943,16.712,16.678,0.03057,0.02977,-18.97,5.66,22.3,23.16,24.88,0.191,174.20999,9.21,0.51,0.15,8.0,0.0,GAMA,,,,False,True,True
239560,1,2.5,218.20944941,1.54247381,218.20944941,1.54247381,15.359,15.326,0.02792,0.02714,-20.14,4.7,19.03,19.66,21.54,0.8159,40.869995,10.16,1.11,0.166,8.0,0.0,GAMA,,,,False,True,True
240108,1,3.0,220.62338103,1.50040202,220.62338103,1.50040202,14.466,14.454,0.00777,0.00652,-18.17,7.37,20.32,21.06,22.85,0.4237,71.57001,9.02,0.65,0.154,8.0,0.0,GAMA,,,,False,True,True
24013,1,2.5,184.0186558,1.18042753,184.0186558,1.18042753,14.928,14.772,0.05126,0.05003,-22.05,6.18,20.49,21.35,23.07,0.2329,33.33,10.58,0.7,0.101,8.0,0.0,GAMA,,,,False,True,True
240202,1,3.0,221.12827673,1.52201141,221.12827673,1.52201141,14.914,14.816,0.00576,0.00475,-17.13,10.75,22.73,23.93,25.54,0.2089,159.04999,8.66,0.7,0.147,8.0,0.0,GAMA,,,,False,True,True
240205,2,3.0,221.17579527,1.44970087,221.17579527,1.44970087,17.061,17.04,0.03897,0.03821,-19.14,5.87,21.68,22.41,24.21,0.6905,59.92,9.39,0.66,0.144,8.0,0.0,GAMA,,,,True,True,True
240227,2,2.5,221.25093104,1.40853686,221.25093104,1.40853686,15.241,15.235,0.03459,0.03384,-20.7,7.21,21.3,22.05,23.84,0.2358,35.009995,10.16,0.83,0.148,8.0,0.0,GAMA,,,,True,True,True
240263,1,2.5,221.62526064,1.47367452,221.62526064,1.47367452,17.707,17.751,0.03389,0.03315,-18.14,2.87,20.48,20.97,23.02,0.7872,131.76,9.27,1.01,0.152,8.0,0.0,GAMA,,,,False,True,True
240352,1,1.5,222.04373657,1.36720303,222.04373657,1.36720303,16.381,16.385,0.02957,0.02884,-19.22,3.68,19.56,20.34,22.1,0.8012,66.70999,9.86,1.2,0.174,8.0,0.0,GAMA,,,,False,True,True
240432,1,2.0,222.46885792,1.46052695,222.46885792,1.46052695,15.226,15.236,0.04958,0.04884,-21.54,9.01,20.55,21.62,23.26,0.7332,81.350006,10.8,1.24,0.171,8.0,0.0,GAMA,,,,False,True,True
240449,1,3.0,222.54305507,1.38347725,222.54305507,1.38347725,15.388,15.328,0.04495,0.04421,-21.19,4.52,20.77,21.39,23.28,0.0868,8.460007,10.22,0.68,0.169,8.0,0.0,GAMA,,,,False,True,True
24414,1,3.0,185.53729324,1.11275476,185.53729324,1.11275476,18.202,18.223,0.02429,0.02288,-16.93,4.91,23.3,23.77,25.87,0.2963,2.050003,8.35,0.46,0.086,8.0,0.0,GAMA,,,,False,True,True
24433,1,3.0,185.7224558,1.24132179,185.7224558,1.24132179,17.181,17.193,0.02899,0.0278,-18.33,3.96,20.69,21.28,23.2,0.7626,39.440002,9.14,0.74,0.08,8.0,0.0,GAMA,,,,False,True,True
250179,1,-9.0,214.20043724,1.98470113,214.20043724,1.98470113,16.624,16.611,0.0524,0.05152,-20.27,2.71,20.46,21.86,23.44,0.1686,26.940002,10.19,1.13,0.157,8.0,0.0,GAMA,,,,False,True,True
250183,1,0.5,214.23885064,1.9748295,214.23885064,1.9748295,17.025,16.976,0.05973,0.05884,-20.24,0.85,18.56,19.93,21.51,0.1163,58.589996,10.23,1.22,0.151,8.0,0.0,GAMA,,,,False,True,True
250192,2,1.5,214.30230451,1.9919127,214.30230451,1.9919127,15.79,15.765,0.05685,0.05597,-21.32,4.66,19.96,21.19,22.79,0.6496,138.29,10.67,1.23,0.152,8.0,0.0,GAMA,,,,True,True,True
250243,1,0.0,214.36319761,1.98847815,214.36319761,1.98847815,17.066,17.06,0.05535,0.05447,-19.93,2.31,20.56,22.08,23.64,0.1681,64.62999,10.07,1.15,0.149,8.0,0.0,GAMA,,,,False,True,True
250277,1,3.0,214.43384317,1.98130786,214.43384317,1.98130786,16.38,16.349,0.05899,0.05811,-20.77,4.47,21.37,22.52,24.14,0.2895,135.48001,10.01,0.64,0.144,8.0,0.0,GAMA,,,,False,True,True
250466,2,2.5,214.76664269,1.99121438,214.76664269,1.99121438,17.019,17.024,0.05505,0.05417,-19.98,3.47,20.56,21.29,23.09,0.6766,142.97,10.12,1.17,0.13,8.0,0.0,GAMA,,,,True,True,True
250473,2,2.0,214.82782609,1.97215985,214.82782609,1.97215985,15.924,15.892,0.08549,0.08459,-22.19,3.59,20.12,21.42,23.01,0.5103,131.06,11.03,1.3,0.125,8.0,0.0,GAMA,,,,True,True,True
251297,1,3.0,218.11955951,1.91052243,218.11955951,1.91052243,16.166,16.161,0.03123,0.03043,-19.55,6.17,21.7,22.62,24.31,0.3048,21.51001,9.52,0.6,0.131,8.0,0.0,GAMA,,,,False,True,True
251367,1,3.0,218.23408578,1.89579906,218.23408578,1.89579906,17.209,17.2,0.03058,0.02978,-18.43,3.46,22.0,22.54,24.53,0.2963,95.88,9.04,0.56,0.143,8.0,0.0,GAMA,,,,False,True,True
251887,1,2.0,220.95547809,1.92599891,220.95547809,1.92599891,14.623,14.579,0.0794,0.07861,-23.29,11.77,21.19,22.13,23.81,0.4936,136.05,11.35,1.11,0.151,8.0,0.0,GAMA,,,,False,True,True
252005,1,2.0,221.74436153,1.83982207,221.74436153,1.83982207,15.244,15.246,0.03451,0.03377,-20.7,5.17,19.99,20.78,22.54,0.5553,172.51,10.37,1.11,0.152,8.0,0.0,GAMA,,,,False,True,True
252008,1,-9.0,221.73560528,1.94827594,221.73560528,1.94827594,18.355,18.339,0.0346,0.03386,-17.56,3.28,21.77,22.88,24.51,0.6433,102.01,9.04,1.01,0.168,8.0,0.0,GAMA,,,,False,True,True
252021,1,2.0,221.86540925,1.91810129,221.86540925,1.91810129,15.596,15.581,0.03462,0.03388,-20.35,3.4,19.74,20.56,22.3,0.4504,144.08,10.12,0.96,0.16,8.0,0.0,GAMA,,,,False,True,True
252057,1,0.5,222.0074133,1.9368577,222.0074133,1.9368577,16.378,16.343,0.03345,0.03271,-19.54,2.48,19.92,21.59,23.13,0.2147,166.29001,9.91,1.12,0.144,8.0,0.0,GAMA,,,,False,True,True
252074,1,3.0,221.9682299,1.80222596,221.9682299,1.80222596,18.508,18.262,0.02915,0.02843,-17.29,5.08,23.43,24.08,25.94,0.4201,150.48001,8.58,0.56,0.145,8.0,0.0,GAMA,,,,False,True,True
252091,1,3.0,222.15956215,1.87144621,222.15956215,1.87144621,16.969,16.809,0.03507,0.03434,-19.12,10.09,22.29,23.11,24.85,0.7337,110.05,9.37,0.65,0.15,8.0,0.0,GAMA,,,,False,True,True
271385,1,2.0,174.11702391,1.30648916,174.11702391,1.30648916,15.864,15.848,0.07574,0.07444,-21.93,5.84,20.89,22.53,24.07,0.4188,171.16,10.96,1.32,0.087,8.0,0.0,GAMA,,,,False,True,True
271387,1,1.0,174.13639304,1.37981204,174.13639304,1.37981204,16.028,15.913,0.07632,0.07502,-21.88,3.6,20.36,21.37,23.03,0.4745,60.72,10.93,1.29,0.095,8.0,0.0,GAMA,,,,False,True,True
271431,1,1.5,174.2196056,1.28150871,174.2196056,1.28150871,17.013,17.004,0.07556,0.07426,-20.76,2.02,19.91,20.78,22.49,0.4743,74.020004,10.51,1.34,0.089,3.0,0.0,GAMA,,,,False,True,True
271455,1,2.0,174.3861515,1.2808676,174.3861515,1.2808676,16.144,16.072,0.07774,0.07644,-21.79,5.48,20.4,21.82,23.39,0.6843,11.290009,10.97,1.4,0.103,8.0,0.0,GAMA,,,,False,True,True
271465,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
271481,1,1.5,174.45308346,1.27807558,174.45308346,1.27807558,16.453,16.441,0.11346,0.11211,-22.35,6.29,21.75,22.97,24.57,0.4015,155.41,11.18,1.46,0.102,4.0,0.0,GAMA,,,,False,True,True
271538,1,0.5,174.66458445,1.26476587,174.66458445,1.26476587,15.927,15.811,0.07764,0.07634,-22.01,3.38,20.22,21.59,23.17,0.2246,133.8,10.97,1.29,0.094,8.0,0.0,GAMA,,,,False,True,True
271562,1,3.0,174.75468445,1.33656696,174.75468445,1.33656696,16.471,16.172,0.00728,0.00534,-16.26,4.58,21.18,21.9,23.7,0.4113,40.45999,7.82,0.12,0.086,8.0,0.0,GAMA,,,,False,True,True
271610,1,1.5,175.05716532,1.37646384,175.05716532,1.37646384,18.203,18.232,0.04198,0.04072,-18.15,1.22,19.89,21.06,22.68,0.4975,179.47,9.38,1.13,0.089,8.0,0.0,GAMA,,,,False,True,True
272190,1,0.0,178.24168855,1.2878002,178.24168855,1.2878002,15.853,15.832,0.08224,0.08094,-22.13,3.7,20.37,21.9,23.46,0.1251,97.149994,10.96,1.23,0.077,8.0,0.0,GAMA,,,,False,True,True
272298,1,2.0,178.72734765,1.37270502,178.72734765,1.37270502,16.139,16.125,0.07861,0.07732,-21.76,6.09,20.15,21.13,22.8,0.8213,85.369995,10.99,1.44,0.067,8.0,0.0,GAMA,,,,False,True,True
272439,1,1.0,179.47792326,1.27700306,179.47792326,1.27700306,15.851,15.862,0.05017,0.04892,-20.93,3.81,19.78,21.15,22.73,0.5368,76.21002,10.49,1.17,0.065,8.0,0.0,GAMA,,,,False,True,True
272443,1,2.0,179.49493357,1.36891024,179.49493357,1.36891024,15.733,15.73,0.07958,0.07829,-22.16,5.98,20.8,21.92,23.55,0.4775,133.25,11.01,1.28,0.066,8.0,0.0,GAMA,,,,False,True,True
272488,1,0.5,179.63940534,1.36999894,179.63940534,1.36999894,16.26,16.28,0.04974,0.04849,-20.5,2.01,19.45,20.82,22.4,0.1975,45.23999,10.33,1.19,0.073,8.0,0.0,GAMA,,,,False,True,True
272543,1,3.0,179.85257042,1.43406203,179.85257042,1.43406203,15.285,15.268,0.04856,0.04731,-21.44,13.0,21.96,22.81,24.53,0.4496,28.220001,10.44,0.83,0.078,8.0,0.0,GAMA,,,,False,True,True
272571,1,3.0,179.91612353,1.3694597,179.91612353,1.3694597,17.459,17.407,0.02806,0.02682,-18.06,5.28,22.86,23.54,25.38,0.1867,133.18,8.92,0.59,0.081,8.0,0.0,GAMA,,,,False,True,True
272667,1,3.0,180.38184103,1.29585792,180.38184103,1.29585792,15.976,15.912,0.02414,0.0227,-19.2,7.64,22.0,22.69,24.52,0.2725,71.81,9.47,0.71,0.078,8.0,0.0,GAMA,,,,False,True,True
272748,1,3.0,180.73716247,1.39380844,180.73716247,1.39380844,17.663,17.686,0.02466,0.02326,-17.46,1.58,20.38,21.27,22.98,0.2689,37.170013,8.6,0.49,0.076,8.0,0.0,GAMA,,,,False,True,True
272820,1,0.0,180.96505859,1.29506537,180.96505859,1.29506537,16.442,16.407,0.08444,0.08315,-21.61,3.11,20.62,22.05,23.62,0.0754,176.87,10.82,1.32,0.071,3.0,0.0,GAMA,,,,False,True,True
272822,1,3.0,180.99822755,1.41084966,180.99822755,1.41084966,14.597,14.444,0.02378,0.0223,-20.66,7.2,21.36,23.26,24.8,0.2558,175.76001,10.22,0.92,0.087,8.0,0.0,GAMA,,,,False,True,True
272831,1,0.5,181.00820693,1.44487385,181.00820693,1.44487385,15.627,15.549,0.0848,0.08352,-22.49,3.75,20.29,21.78,23.34,0.1529,112.159996,11.17,1.32,0.089,8.0,0.0,GAMA,,,,False,True,True
272833,1,0.5,181.01475603,1.37358943,181.01475603,1.37358943,16.152,16.164,0.08379,0.08251,-21.85,4.44,20.91,22.35,23.92,0.2729,48.270004,10.92,1.33,0.084,8.0,0.0,GAMA,,,,False,True,True
272990,1,0.5,181.69677946,1.28606075,181.69677946,1.28606075,15.113,15.1,0.04241,0.04118,-21.3,4.16,19.76,21.17,22.74,0.2542,2.869995,10.59,1.08,0.11,8.0,0.0,GAMA,,,,False,True,True
272995,1,1.5,181.66410599,1.28424347,181.66410599,1.28424347,14.939,14.944,0.02003,0.01804,-19.78,14.49,21.52,23.11,24.66,0.5402,137.08,10.01,1.08,0.105,8.0,0.0,GAMA,,,,False,True,True
272996,1,3.0,181.66756849,1.33397184,181.66756849,1.33397184,17.43,17.45,0.02362,0.02213,-17.6,3.77,21.67,22.31,24.18,0.4891,149.03,8.76,0.62,0.103,8.0,0.0,GAMA,,,,False,True,True
273092,1,3.0,181.99997519,1.39593266,181.99997519,1.39593266,15.342,15.311,0.03866,0.03743,-20.86,7.59,21.72,22.66,24.35,0.2491,150.95001,10.07,0.65,0.11,8.0,0.0,GAMA,,,,False,True,True
273242,1,3.0,182.7952514,1.4416806,182.7952514,1.4416806,17.62,17.546,0.02105,0.01919,-17.26,6.26,23.15,23.88,25.68,0.1501,122.19,8.68,0.7,0.093,8.0,0.0,GAMA,,,,False,True,True
273256,1,1.5,182.92730734666668,1.35203449,182.92814068,1.35203449,18.592,18.464,0.02216,0.02048,-16.45,4.16,22.99,23.72,25.52,0.4617,179.10999,8.24,0.56,0.11,8.0,5.0,GAMA,,,,False,True,True
273296,1,3.0,182.99771303,1.35003785,182.99771303,1.35003785,15.13,15.102,0.02253,0.0209,-19.85,11.16,21.62,22.56,24.25,0.4642,170.81,9.56,0.51,0.113,8.0,0.0,GAMA,,,,False,True,True
273309,1,3.0,183.03838927,1.31148674,183.03838927,1.31148674,16.257,16.221,0.02193,0.02021,-18.67,7.77,22.58,23.43,25.16,0.1146,6.470001,9.24,0.69,0.114,8.0,0.0,GAMA,,,,False,True,True
273336,1,1.0,183.21714364,1.29968987,183.21714364,1.29968987,11.13,10.775,0.00549,0.00411,-21.11,23.43,18.51,19.74,21.35,0.6419,143.2,10.62,1.15,0.126,8.0,0.0,GAMA,,,,False,True,True
273514,1,3.0,183.89463027,1.28643311,183.89463027,1.28643311,17.032,17.05,0.0228,0.02121,-17.92,1.54,19.79,20.65,22.37,0.2333,170.47,8.64,0.33,0.086,8.0,0.0,GAMA,,,,False,True,True
273577,1,3.0,184.17736587,1.40508812,184.17736587,1.40508812,18.103,18.107,0.02313,0.02159,-16.89,5.25,23.02,23.82,25.57,0.4564,18.699997,8.35,0.47,0.089,8.0,0.0,GAMA,,,,False,True,True
273654,1,1.0,184.72433477,1.26600787,184.72433477,1.26600787,15.41,15.353,0.07569,0.07444,-22.41,8.15,21.24,22.71,24.28,0.3446,26.290009,11.15,1.31,0.081,8.0,0.0,GAMA,,,,False,True,True
273750,1,3.0,185.18526162,1.36566657,185.18526162,1.36566657,17.063,17.028,0.03369,0.03249,-18.84,4.67,21.43,22.12,23.95,0.6075,26.619995,9.12,0.46,0.087,8.0,0.0,GAMA,,,,False,True,True
273845,1,0.0,185.48441237,1.38252552,185.48441237,1.38252552,15.344,15.288,0.07997,0.07872,-22.62,5.73,20.84,22.19,23.77,0.0314,127.91,11.24,1.33,0.081,8.0,0.0,GAMA,,,,False,True,True
273850,1,1.0,185.5101319,1.39499888,185.5101319,1.39499888,15.673,15.64,0.0823,0.08105,-22.33,4.14,20.2,21.67,23.24,0.3183,38.87001,11.14,1.35,0.08,8.0,0.0,GAMA,,,,False,True,True
273889,1,1.5,185.55383012,1.42761301,185.55383012,1.42761301,15.964,15.995,0.08066,0.07941,-21.95,5.12,20.87,21.94,23.58,0.4688,105.270004,11.08,1.45,0.077,8.0,0.0,GAMA,,,,False,True,True
273925,1,3.0,185.68878365,1.27522975,185.68878365,1.27522975,19.496,16.15,0.02952,0.02833,-19.41,5.34,21.01,21.71,23.53,0.61,152.09999,9.1,0.16,0.08,8.0,0.0,GAMA,,,,False,True,True
273951,1,3.0,185.93037189,1.31108777,185.93037189,1.31108777,16.869,16.904,0.02745,0.02623,-18.49,4.34,21.38,22.53,24.15,0.4451,63.550003,8.72,0.15,0.097,8.0,0.0,GAMA,,,,False,True,True
273952,1,3.0,185.95556474,1.37511571,185.95556474,1.37511571,16.883,15.712,0.02813,0.02693,-19.74,6.68,22.24,23.11,24.83,0.3389,14.5099945,9.63,0.62,0.091,8.0,0.0,GAMA,,,,False,True,True
273966,1,-9.0,185.83121272,1.42334947,185.83121272,1.42334947,19.058,18.982,0.02704,0.02581,-16.43,1.33,21.13,22.17,23.82,0.3529,126.119995,8.5,0.85,0.081,8.0,0.0,GAMA,,,,False,True,True
273976,1,-9.0,185.82719033,1.27691941,185.82719033,1.27691941,19.004,19.082,0.02802,0.02681,-16.3,1.98,22.16,23.03,24.75,0.266,83.689995,8.2,0.61,0.085,8.0,0.0,GAMA,,,,False,True,True
273986,1,3.0,185.90795004,1.29271432,185.90795004,1.29271432,19.615,19.482,0.02732,0.0261,-15.95,1.96,22.92,23.54,25.43,0.1383,132.04001,8.27,0.82,0.095,8.0,0.0,GAMA,,,,False,True,True
278074,1,3.0,211.95999771,1.1369196,211.95999771,1.1369196,18.245,16.641,0.02636,0.02544,-18.79,8.17,23.94,24.83,26.53,0.1659,58.950012,9.78,1.15,0.15,8.0,0.0,GAMA,,,,False,True,True
278109,1,1.5,212.8893428,1.1594798,212.8893428,1.1594798,14.939,14.825,0.02603,0.02512,-20.48,3.54,18.77,20.17,21.75,0.5195,171.03,10.34,1.16,0.15,8.0,0.0,GAMA,,,,False,True,True
278350,1,0.5,130.4485082,0.81933648,130.4485082,0.81933648,15.367,15.227,0.07885,0.07781,-22.63,8.15,21.41,22.82,24.39,0.3127,128.04,11.23,1.3,0.176,8.0,0.0,GAMA,,,,False,True,True
278390,1,2.0,130.94886005,0.83844404,130.94886005,0.83844404,14.509,14.396,0.02975,0.02876,-21.2,13.42,20.85,21.78,23.47,0.6662,179.09,10.51,1.0,0.121,8.0,0.0,GAMA,,,,False,True,True
278548,1,3.0,132.30575377,0.85187552,132.30575377,0.85187552,15.494,15.444,0.04432,0.04329,-21.05,7.66,21.25,22.21,23.88,0.5351,35.589996,10.25,0.79,0.129,8.0,0.0,GAMA,,,,False,True,True
278554,1,3.0,132.30500992,0.78322255,132.30500992,0.78322255,17.953,17.949,0.04387,0.04284,-18.49,4.3,23.04,23.65,25.55,0.0865,174.02,9.0,0.5,0.133,8.0,0.0,GAMA,,,,False,True,True
278643,1,3.0,132.90743182,0.82683286,132.90743182,0.82683286,17.777,17.825,0.03648,0.03545,-18.22,4.88,21.38,22.11,23.91,0.8342,34.809998,9.14,0.8,0.13,8.0,0.0,GAMA,,,,False,True,True
