catid,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match
492384,1,2.0,216.3946087,-1.37611813,216.3946087,-1.37611813,15.974,15.992,0.05629,0.05543,-21.05,3.77,20.29,21.19,22.89,0.454,139.53,10.46,1.07,0.152,8.0,0.0,GAMA,,,,False,True,True
492411,1,0.0,216.47950699,-1.47142353,216.47950699,-1.47142353,15.752,15.697,0.05649,0.05563,-21.37,1.88,19.12,20.55,22.12,0.0419,111.39,10.7,1.23,0.171,8.0,0.0,GAMA,,,,False,True,True
492414,1,3.0,216.50319504,-1.41179581,216.50319504,-1.41179581,16.069,16.066,0.0558,0.05494,-20.94,4.4,21.39,22.02,23.9,0.0237,160.11,10.1,0.67,0.165,8.0,0.0,GAMA,,,,False,True,True
492486,1,0.0,216.89883491,-1.37261003,216.89883491,-1.37261003,17.159,17.106,0.05626,0.05541,-19.95,1.1,19.3,20.65,22.23,0.0884,15.68,10.12,1.22,0.176,8.0,0.0,GAMA,,,,False,True,True
492690,1,0.5,217.91036121,-1.35134352,217.91036121,-1.35134352,15.326,15.256,0.03103,0.03022,-20.44,2.02,18.5,19.89,21.47,0.2411,35.42,10.23,1.05,0.157,8.0,0.0,GAMA,,,,False,True,True
492883,1,1.5,218.72671632,-1.27168377,218.72671632,-1.27168377,15.866,15.883,0.05694,0.05612,-21.24,3.17,19.71,20.74,22.39,0.509,10.059998,10.66,1.24,0.157,8.0,0.0,GAMA,,,,False,True,True
492941,1,0.0,218.85667048,-1.39906755,218.85667048,-1.39906755,16.45,16.463,0.05656,0.05574,-20.6,3.45,20.8,22.37,23.92,0.1773,3.600006,10.35,1.17,0.154,8.0,0.0,GAMA,,,,False,True,True
492957,1,3.0,218.99465123,-1.28708187,218.99465123,-1.28708187,17.323,17.314,0.05727,0.05645,-19.76,4.38,21.91,22.57,24.42,0.4894,62.22,9.6,0.63,0.151,3.0,0.0,GAMA,,,,False,True,True
493028,1,0.5,219.24001988,-1.39849664,219.24001988,-1.39849664,15.344,15.342,0.05112,0.05031,-21.5,5.37,20.78,22.3,23.86,0.129,79.119995,10.72,1.17,0.163,8.0,0.0,GAMA,,,,False,True,True
493621,1,2.5,221.83560804,-1.30298865,221.83560804,-1.30298865,17.104,17.124,0.03023,0.02948,-18.51,5.24,22.51,23.49,25.16,0.2277,87.94,9.03,0.51,0.191,8.0,0.0,GAMA,,,,False,True,True
493702,3,5.0,222.0224095,-1.18269045,222.0224095,-1.18269045,16.774,16.69,0.02811,0.02739,-18.8,0.84,18.23,19.59,21.17,0.1876,134.24,8.53,-0.48,0.207,8.0,0.0,GAMA,,,,True,True,True
493811,1,3.0,222.51844698,-1.17331197,222.51844698,-1.17331197,17.884,17.877,0.02818,0.02747,-17.55,2.24,21.5,22.58,24.21,0.1455,143.54,8.76,0.64,0.173,8.0,0.0,GAMA,,,,False,True,True
493812,1,3.0,222.52657041,-1.16131383,222.52657041,-1.16131383,17.377,17.293,0.04395,0.04321,-19.17,4.87,22.18,22.94,24.72,0.4466,163.15,9.54,0.85,0.172,8.0,0.0,GAMA,,,,False,True,True
493825,1,3.0,222.43912181,-1.17427214,222.43912181,-1.17427214,18.561,18.556,0.02761,0.0269,-16.88,3.26,22.67,23.65,25.32,0.3901,56.25,8.23,0.35,0.18,8.0,0.0,GAMA,,,,False,True,True
493832,1,2.5,222.60427186,-1.17403422,222.60427186,-1.17403422,14.819,14.775,0.0435,0.04276,-21.71,10.13,20.77,21.64,23.36,0.66,123.68,10.86,1.21,0.178,8.0,0.0,GAMA,,,,False,True,True
493838,2,1.0,222.60394384,-1.19465259,222.60394384,-1.19465259,15.917,15.881,0.04395,0.04321,-20.61,2.25,19.18,20.49,22.08,0.3782,28.919998,10.4,1.2,0.178,8.0,0.0,GAMA,,,,True,True,True
49670,3,3.0,222.03871656,-0.69644809,222.03871656,-0.69644809,18.617,18.291,0.02815,0.02743,-17.2,6.09,23.23,24.34,25.97,0.5479,167.9,8.75,0.77,0.176,8.0,0.0,GAMA,,,,True,True,True
49677,3,3.0,221.93920763,-0.67532225,221.93920763,-0.67532225,17.621,17.487,0.0434,0.04265,-18.95,6.12,22.29,23.05,24.83,0.6964,31.100006,9.41,0.78,0.167,8.0,0.0,GAMA,,,,True,True,True
496966,1,3.0,212.5918663,-1.1149946,212.5918663,-1.1149946,16.334,16.362,0.05509,0.05417,-20.65,5.28,20.52,21.15,23.03,0.7671,42.36,10.38,1.16,0.191,8.0,0.0,GAMA,,,,False,True,True
496978,3,3.0,212.90774321,-1.15907496,212.90774321,-1.15907496,13.627,14.727,0.00614,0.00488,-17.37,29.18,22.36,23.49,25.12,0.8216,171.88,8.85,0.81,0.215,8.0,0.0,GAMA,,,,True,True,True
49702,3,2.5,222.08932066,-0.80754179,222.08932066,-0.80754179,15.409,15.397,0.05704,0.05628,-21.68,6.2,20.78,21.48,23.3,0.4687,67.729996,10.61,0.93,0.18,8.0,0.0,GAMA,,,,True,True,True
497035,1,0.5,213.80153129,-1.1285437,213.80153129,-1.1285437,15.367,15.287,0.07776,0.07684,-22.55,4.43,20.05,21.33,22.92,0.3694,25.899994,11.2,1.31,0.154,8.0,0.0,GAMA,,,,False,True,True
49728,3,3.0,222.23498477,-0.72718631,222.23498477,-0.72718631,16.8,16.683,0.0288,0.02808,-18.85,6.58,22.78,23.81,25.46,0.3871,121.73,9.26,0.6,0.187,8.0,0.0,GAMA,,,,True,True,True
49730,1,3.0,222.29648223,-0.70189092,222.29648223,-0.70189092,16.836,16.841,0.04422,0.04347,-19.63,2.43,20.89,21.44,23.41,0.0138,82.76001,9.51,0.58,0.181,8.0,0.0,GAMA,,,,False,True,True
49734,1,1.0,222.31861682,-0.71125477,222.31861682,-0.71125477,15.706,15.693,0.04384,0.0431,-20.8,4.69,19.96,21.14,22.76,0.6444,6.6900024,10.45,1.16,0.18,8.0,0.0,GAMA,,,,False,True,True
49753,1,3.0,222.49248737,-0.63134714,222.49248737,-0.63134714,17.278,17.201,0.02719,0.02649,-18.16,5.68,22.75,23.4,25.26,0.3969,119.05,8.76,0.36,0.184,8.0,0.0,GAMA,,,,False,True,True
49755,1,3.0,222.38983409,-0.78423529,222.38983409,-0.78423529,17.819,17.835,0.02807,0.02736,-17.59,2.45,21.45,22.05,23.96,0.3361,126.89,8.55,0.37,0.172,8.0,0.0,GAMA,,,,False,True,True
49784,1,1.0,222.57312732,-0.65014115,222.57312732,-0.65014115,16.072,16.058,0.04352,0.04278,-20.42,3.06,20.05,21.46,23.03,0.313,122.57001,10.24,1.1,0.178,8.0,0.0,GAMA,,,,False,True,True
49840,1,3.0,222.72006154,-0.67251295,222.72006154,-0.67251295,17.965,17.97,0.04288,0.04214,-18.43,4.54,22.87,23.61,25.4,0.3128,163.19,9.22,0.81,0.18,8.0,0.0,GAMA,,,,False,True,True
49857,1,3.0,222.97283827555555,-0.72344931,222.97228272,-0.72344931,17.172,16.88,0.04451,0.04378,-19.6,3.98,21.68,22.19,24.22,0.554,95.47,9.47,0.54,0.184,8.0,5.0,GAMA,,,,False,True,True
504713,1,2.5,217.04186552,-1.94160551,217.04186552,-1.94160551,15.346,15.294,0.05468,0.05383,-21.69,5.4,19.86,20.63,22.4,0.6729,112.40001,10.47,0.75,0.197,8.0,0.0,GAMA,,,,False,True,True
504730,1,1.0,217.06490912,-1.98251925,217.06490912,-1.98251925,14.981,14.969,0.05536,0.05451,-22.05,4.61,19.63,20.98,22.56,0.4913,118.29,10.95,1.2,0.193,8.0,0.0,GAMA,,,,False,True,True
504877,1,1.0,217.58444442,-1.97651594,217.58444442,-1.97651594,16.736,16.342,0.05545,0.05461,-20.7,2.27,19.59,20.8,22.4,0.5658,123.97,10.4,1.12,0.181,8.0,0.0,GAMA,,,,False,True,True
504879,1,0.5,217.50671387,-1.90315448,217.50671387,-1.90315448,16.221,16.134,0.05502,0.05418,-20.86,1.81,19.43,20.78,22.36,0.0556,39.630005,10.43,1.15,0.19,8.0,0.0,GAMA,,,,False,True,True
504882,1,2.5,217.56358824,-1.93227113,217.56358824,-1.93227113,16.482,16.516,0.05489,0.05405,-20.48,3.8,21.26,22.02,23.8,0.1921,177.72,10.12,0.93,0.184,8.0,0.0,GAMA,,,,False,True,True
504922,1,-9.0,217.77785462,-1.94575806,217.77785462,-1.94575806,17.228,17.244,0.0538,0.05296,-19.7,4.2,20.8,21.43,23.31,0.7838,43.70999,10.02,1.19,0.173,8.0,0.0,GAMA,,,,False,True,True
505316,1,2.0,219.22591307,-1.88200423,219.22591307,-1.88200423,15.684,15.672,0.05515,0.05434,-21.35,3.84,19.86,20.94,22.58,0.5247,94.4,10.63,1.15,0.155,8.0,0.0,GAMA,,,,False,True,True
505341,1,1.0,219.37847319,-1.96418974,219.37847319,-1.96418974,15.672,15.59,0.05119,0.05038,-21.26,3.13,19.56,21.01,22.58,0.3804,128.31,10.65,1.21,0.176,8.0,0.0,GAMA,,,,False,True,True
505765,1,0.0,221.55080574,-1.81456588,221.55080574,-1.81456588,16.093,15.972,0.08124,0.08045,-21.96,2.05,19.45,20.9,22.47,0.1903,112.95,10.91,1.25,0.194,8.0,0.0,GAMA,,,,False,True,True
505788,1,2.0,221.70273928,-1.95864962,221.70273928,-1.95864962,14.366,14.323,0.04355,0.04279,-22.14,7.94,20.57,22.0,23.57,0.2962,11.239998,10.89,1.05,0.228,8.0,0.0,GAMA,,,,False,True,True
505817,1,3.0,221.83412056,-1.92731143,221.83412056,-1.92731143,17.833,17.82,0.0445,0.04374,-18.67,5.28,22.73,23.45,25.26,0.5213,174.61,9.03,0.45,0.221,8.0,0.0,GAMA,,,,False,True,True
505828,1,2.0,221.93166596,-1.90659958,221.93166596,-1.90659958,16.152,16.147,0.0586,0.05783,-20.99,3.48,20.63,21.71,23.35,0.212,30.419998,10.41,1.05,0.217,8.0,0.0,GAMA,,,,False,True,True
505979,1,2.5,222.44774959,-1.91082106,222.44774959,-1.91082106,16.496,16.481,0.04433,0.04358,-20.0,4.96,21.2,21.86,23.72,0.5494,140.31999,9.75,0.68,0.222,8.0,0.0,GAMA,,,,False,True,True
506038,2,3.0,222.84174614,-1.83462017,222.84174614,-1.83462017,17.162,17.171,0.03607,0.03534,-18.84,2.39,20.1,20.75,22.62,0.6511,67.94,9.07,0.42,0.251,8.0,0.0,GAMA,,,,True,True,True
506070,2,3.0,223.04247211,-1.87253842,223.04247211,-1.87253842,16.767,16.735,0.03541,0.03468,-19.22,3.18,20.64,21.67,23.32,0.4891,83.67999,9.22,0.4,0.25,8.0,0.0,GAMA,,,,True,True,True
506119,2,0.0,223.27241783,-1.76928187,223.27241783,-1.76928187,15.837,15.794,0.08438,0.08362,-22.24,3.74,20.43,21.87,23.44,0.1857,84.45,11.07,1.32,0.229,8.0,0.0,GAMA,,,,True,True,True
507721,1,0.0,214.31787488,-1.58923728,214.31787488,-1.58923728,14.852,14.758,0.07813,0.07722,-23.07,5.04,20.26,21.57,23.15,0.0441,127.270004,11.39,1.29,0.218,8.0,0.0,GAMA,,,,False,True,True
508132,1,1.0,216.07692905,-1.60997944,216.07692905,-1.60997944,16.049,15.705,0.09195,0.09106,-22.49,2.03,19.16,20.54,22.12,0.3414,10.130005,11.04,1.15,0.166,8.0,0.0,GAMA,,,,False,True,True
508138,1,1.5,216.07367614,-1.58419191,216.07367614,-1.58419191,16.455,16.476,0.05699,0.05612,-20.64,3.22,19.82,20.83,22.49,0.6875,53.14,10.49,1.33,0.164,8.0,0.0,GAMA,,,,False,True,True
508144,1,1.5,216.12632633,-1.62839152,216.12632633,-1.62839152,16.226,16.142,0.05788,0.05701,-20.96,1.68,18.8,20.12,21.71,0.4037,132.86,10.47,1.14,0.17,8.0,0.0,GAMA,,,,False,True,True
508180,1,0.5,216.1556435,-1.63892988,216.1556435,-1.63892988,14.937,14.865,0.0564,0.05554,-22.21,5.42,20.22,21.63,23.2,0.2984,62.419983,11.06,1.26,0.172,8.0,0.0,GAMA,,,,False,True,True
508184,1,1.5,216.18100643,-1.57032579,216.18100643,-1.57032579,15.332,15.33,0.05802,0.05715,-21.8,5.17,20.48,21.81,23.4,0.2671,37.100006,10.78,1.11,0.167,8.0,0.0,GAMA,,,,False,True,True
508268,1,0.5,216.52017589,-1.53893514,216.52017589,-1.53893514,16.519,16.479,0.0557,0.05484,-20.54,7.58,22.22,23.75,25.31,0.3404,37.270004,10.25,1.07,0.179,8.0,0.0,GAMA,,,,False,True,True
508312,1,1.5,216.59876743,-1.59373578,216.59876743,-1.59373578,16.935,16.891,0.05658,0.05572,-20.19,1.98,19.36,20.51,22.13,0.6444,134.51001,10.19,1.19,0.183,8.0,0.0,GAMA,,,,False,True,True
508315,1,1.5,216.63217869,-1.69090653,216.63217869,-1.69090653,15.756,15.643,0.08293,0.08205,-22.33,2.68,19.4,20.68,22.28,0.3846,153.73,11.07,1.26,0.192,8.0,0.0,GAMA,,,,False,True,True
508351,1,2.0,216.82862746,-1.67845196,216.82862746,-1.67845196,15.114,15.155,0.05465,0.0538,-21.82,5.82,20.45,21.96,23.52,0.4147,31.790009,10.81,1.12,0.184,8.0,0.0,GAMA,,,,False,True,True
508352,1,2.5,216.83235777,-1.67321129,216.83235777,-1.67321129,18.373,15.813,0.05447,0.05362,-21.15,5.27,20.92,21.61,23.44,0.512,90.49,10.34,0.86,0.184,8.0,0.0,GAMA,,,,False,True,True
508412,1,3.0,217.04177091,-1.67681593,217.04177091,-1.67681593,14.956,14.872,0.03132,0.03049,-20.83,4.06,19.04,20.27,21.88,0.5811,17.929993,10.0,0.57,0.197,8.0,0.0,GAMA,,,,False,True,True
508414,1,3.0,217.04101798,-1.67284665,217.04101798,-1.67284665,17.844,15.947,0.03128,0.03045,-19.75,4.46,19.95,20.63,22.47,0.751,6.4799957,9.68,0.71,0.197,8.0,0.0,GAMA,,,,False,True,True
508416,1,3.0,216.93188589,-1.58702011,216.93188589,-1.58702011,15.413,15.396,0.02485,0.02398,-19.78,8.2,20.89,21.6,23.42,0.6721,48.700012,9.65,0.66,0.192,8.0,0.0,GAMA,,,,False,True,True
508421,1,2.0,216.98916253,-1.63118396,216.98916253,-1.63118396,16.139,16.147,0.05619,0.05534,-20.89,3.74,20.79,21.62,23.36,0.2562,4.220001,10.39,1.07,0.192,8.0,0.0,GAMA,,,,False,True,True
508480,1,3.0,217.18223873,-1.6584437,217.18223873,-1.6584437,16.925,16.944,0.03668,0.03585,-19.1,2.75,21.0,21.89,23.6,0.182,139.11,9.62,0.97,0.203,8.0,0.0,GAMA,,,,False,True,True
508481,1,3.0,217.19132189,-1.58182167,217.19132189,-1.58182167,16.89,16.932,0.05664,0.05579,-20.12,3.73,21.74,22.24,24.29,0.1552,57.800003,10.0,0.96,0.2,8.0,0.0,GAMA,,,,False,True,True
508568,1,1.5,217.44603062,-1.57580049,217.44603062,-1.57580049,16.874,16.887,0.05773,0.05689,-20.27,2.77,19.68,21.04,22.62,0.7311,123.41,10.3,1.29,0.186,8.0,0.0,GAMA,,,,False,True,True
508593,1,0.5,217.56786242,-1.59370268,217.56786242,-1.59370268,15.902,15.906,0.05731,0.05647,-21.19,4.09,20.71,22.29,23.84,0.091,164.78,10.58,1.17,0.179,8.0,0.0,GAMA,,,,False,True,True
508632,1,0.5,217.64673016,-1.66712911,217.64673016,-1.66712911,15.902,15.891,0.05756,0.05672,-21.21,4.41,20.9,22.15,23.75,0.2081,3.519989,10.56,1.14,0.173,8.0,0.0,GAMA,,,,False,True,True
508680,1,3.0,217.90221428,-1.59246628,217.90221428,-1.59246628,16.774,16.737,0.03081,0.03,-18.91,5.4,22.3,23.07,24.84,0.2489,78.01,9.25,0.59,0.168,8.0,0.0,GAMA,,,,False,True,True
508682,1,3.0,217.91905618,-1.57813865,217.91905618,-1.57813865,17.8,17.842,0.01428,0.01286,-16.07,3.29,21.43,22.02,23.94,0.6509,158.62,8.04,0.48,0.17,8.0,0.0,GAMA,,,,False,True,True
508751,1,0.5,218.15650774,-1.53012487,218.15650774,-1.53012487,16.582,16.58,0.0531,0.05227,-20.35,1.43,19.07,20.26,21.88,0.2656,34.5,10.23,1.14,0.174,8.0,0.0,GAMA,,,,False,True,True
508906,1,-9.0,218.87838864,-1.51116669,218.87838864,-1.51116669,17.915,17.92,0.02667,0.02589,-17.4,0.91,19.54,20.55,22.21,0.2177,143.51,8.64,0.58,0.159,8.0,0.0,GAMA,,,,False,True,True
508908,1,2.0,218.91786651,-1.49228949,218.91786651,-1.49228949,15.978,16.0,0.05752,0.0567,-21.13,5.7,20.1,20.96,22.68,0.7991,80.96002,10.67,1.29,0.159,8.0,0.0,GAMA,,,,False,True,True
508938,1,3.0,219.08256776,-1.44179326,219.08256776,-1.44179326,16.772,16.408,0.05712,0.05631,-20.66,3.13,20.41,20.87,22.99,0.5954,108.18001,10.03,0.71,0.151,8.0,0.0,GAMA,,,,False,True,True
509012,1,2.5,219.41616795,-1.60076662,219.41616795,-1.60076662,16.721,16.722,0.05688,0.05607,-20.36,8.91,21.41,22.15,23.94,0.853,94.659996,10.22,1.12,0.159,8.0,0.0,GAMA,,,,False,True,True
509075,1,0.0,219.64113368,-1.45839761,219.64113368,-1.45839761,15.911,15.893,0.05121,0.05041,-20.95,4.19,20.78,22.21,23.78,0.1136,151.29,10.52,1.21,0.18,8.0,0.0,GAMA,,,,False,True,True
509080,1,1.0,219.66127927,-1.56506462,219.66127927,-1.56506462,17.167,17.152,0.05806,0.05725,-19.97,1.35,18.74,19.87,21.49,0.6633,179.9,10.11,1.19,0.179,8.0,0.0,GAMA,,,,False,True,True
509397,1,2.0,221.19365524,-1.51910411,221.19365524,-1.51910411,16.204,16.125,0.05672,0.05594,-20.94,5.55,22.57,24.26,25.81,0.1933,47.01001,10.24,0.85,0.187,8.0,0.0,GAMA,,,,False,True,True
509444,1,3.0,221.32078161,-1.56929767,221.32078161,-1.56929767,18.234,18.062,0.03493,0.03417,-17.87,4.9,23.15,23.64,25.71,0.3526,30.459991,9.05,0.84,0.183,8.0,0.0,GAMA,,,,False,True,True
509516,1,3.0,221.65827066,-1.52525524,221.65827066,-1.52525524,17.165,17.102,0.02077,0.01985,-17.67,3.44,20.57,21.65,23.28,0.6992,144.9,8.74,0.57,0.19,8.0,0.0,GAMA,,,,False,True,True
509557,1,3.0,221.96775,-1.57005226,221.96775,-1.57005226,18.088,17.852,0.02732,0.0266,-17.6,0.97,19.57,20.85,22.45,0.3833,62.130005,8.87,0.72,0.197,8.0,0.0,GAMA,,,,False,True,True
509576,1,3.0,221.97271945,-1.37672719,221.97271945,-1.37672719,18.41,18.295,0.02742,0.0267,-17.0,4.68,23.75,24.44,26.27,0.3205,116.009995,8.26,0.3,0.19,8.0,0.0,GAMA,,,,False,True,True
509670,1,3.0,222.347306,-1.55924551,222.347306,-1.55924551,17.137,17.076,0.02728,0.02657,-18.32,7.46,23.07,23.94,25.66,0.4293,124.42,8.95,0.49,0.192,8.0,0.0,GAMA,,,,False,True,True
509726,2,3.0,222.63698813,-1.48525754,222.63698813,-1.48525754,16.565,16.283,0.04416,0.04342,-20.2,3.09,20.73,21.29,23.25,0.2845,88.99999,9.9,0.76,0.208,8.0,0.0,GAMA,,,,True,True,True
509727,1,3.0,222.64368146,-1.49045357,222.64368146,-1.49045357,18.051,17.66,0.04483,0.04409,-18.91,3.47,22.25,22.8,24.78,0.5362,106.68,9.2,0.54,0.207,8.0,0.0,GAMA,,,,False,True,True
509852,2,3.0,223.13291622,-1.34509017,223.13291622,-1.34509017,15.646,15.58,0.04377,0.04304,-20.86,8.19,22.05,23.08,24.73,0.3353,4.649994,10.07,0.66,0.18,8.0,0.0,GAMA,,,,True,True,True
509892,2,3.0,223.32943989,-1.48566666,223.32943989,-1.48566666,17.752,17.467,0.03554,0.03482,-18.46,3.85,21.93,22.45,24.47,0.6432,27.959991,9.01,0.52,0.194,8.0,0.0,GAMA,,,,True,True,True
511456,1,2.5,214.25258341,-1.27679157,214.25258341,-1.27679157,16.362,16.4,0.05014,0.04925,-20.39,5.3,20.38,20.97,22.9,0.8034,4.779999,10.27,1.14,0.174,8.0,0.0,GAMA,,,,False,True,True
511789,1,3.0,215.9924649,-1.12841864,215.9924649,-1.12841864,17.159,17.156,0.03522,0.03437,-18.81,7.44,21.59,22.51,24.21,0.8743,109.700005,9.02,0.36,0.157,8.0,0.0,GAMA,,,,False,True,True
511863,1,2.5,216.28745658,-1.1134688,216.28745658,-1.1134688,14.952,14.931,0.0103,0.0088,-18.31,8.37,20.27,21.14,22.86,0.7133,59.799988,9.36,0.99,0.183,8.0,0.0,GAMA,,,,False,True,True
511864,1,-9.0,216.30761024,-1.09945922,216.30761024,-1.09945922,16.846,16.83,0.05643,0.05557,-20.22,1.08,18.75,19.85,21.48,0.2798,2.8700027,10.02,0.94,0.186,8.0,0.0,GAMA,,,,False,True,True
511867,1,2.5,216.38846073,-1.11394391,216.38846073,-1.11394391,15.071,15.023,0.05609,0.05523,-22.01,6.15,20.56,21.07,23.1,0.4029,27.809998,10.68,0.86,0.177,8.0,0.0,GAMA,,,,False,True,True
511890,1,1.5,216.53658941,-1.20229668,216.53658941,-1.20229668,16.018,16.004,0.05635,0.05549,-21.07,3.86,19.91,21.05,22.67,0.6191,47.83,10.55,1.19,0.148,8.0,0.0,GAMA,,,,False,True,True
511892,1,1.0,216.55726194,-1.19000252,216.55726194,-1.19000252,15.454,15.399,0.05611,0.05525,-21.67,5.99,20.85,22.38,23.94,0.24,119.14,10.86,1.28,0.143,8.0,0.0,GAMA,,,,False,True,True
511921,1,3.0,216.67459892,-1.14927299,216.67459892,-1.14927299,17.213,17.236,0.03149,0.03066,-18.45,1.77,20.12,20.72,22.64,0.3815,159.09,9.16,0.7,0.144,8.0,0.0,GAMA,,,,False,True,True
511923,1,-9.0,216.69280419,-1.11888369,216.69280419,-1.11888369,17.633,17.652,0.03602,0.03518,-18.37,0.92,19.36,20.66,22.25,0.1292,11.899994,9.41,1.07,0.147,8.0,0.0,GAMA,,,,False,True,True
512170,1,2.0,217.93073564,-1.23882698,217.93073564,-1.23882698,15.319,15.2,0.03706,0.03624,-20.92,8.79,20.73,21.84,23.47,0.6813,36.48999,10.55,1.22,0.171,8.0,0.0,GAMA,,,,False,True,True
512197,1,1.5,218.01342148,-1.16767823,218.01342148,-1.16767823,16.572,16.578,0.05556,0.05473,-20.43,4.54,21.46,22.44,24.11,0.356,35.839996,10.23,1.1,0.174,8.0,0.0,GAMA,,,,False,True,True
512204,1,2.0,218.06243064,-1.17294115,218.06243064,-1.17294115,16.441,16.483,0.03689,0.03607,-19.63,9.63,21.0,21.8,23.56,0.8446,167.42,10.06,1.24,0.178,8.0,0.0,GAMA,,,,False,True,True
512254,1,3.0,218.31595764,-1.14014234,218.31595764,-1.14014234,15.91,15.757,0.01514,0.01376,-18.3,12.18,21.58,22.29,24.1,0.7888,167.91,9.03,0.6,0.171,8.0,0.0,GAMA,,,,False,True,True
512312,1,1.0,218.40563782,-1.0858171,218.40563782,-1.0858171,17.237,17.146,0.08211,0.08127,-20.82,1.22,19.12,20.2,21.84,0.46,35.98999,10.52,1.34,0.162,3.0,0.0,GAMA,,,,False,True,True
512524,1,3.0,219.0692726,-1.131196,219.0692726,-1.131196,17.393,17.167,0.04045,0.03965,-19.04,6.32,23.2,24.13,25.82,0.0823,45.84999,9.27,0.57,0.148,8.0,0.0,GAMA,,,,False,True,True
513001,1,3.0,221.3691206,-1.16087748,221.3691206,-1.16087748,18.095,18.118,0.04217,0.04141,-18.26,1.74,20.59,20.83,23.79,0.5676,134.03,9.02,0.64,0.174,8.0,0.0,GAMA,,,,False,True,True
513066,1,3.0,221.58483255,-1.08275864,221.58483255,-1.08275864,16.011,16.184,0.03009,0.02934,-19.41,10.86,22.48,23.3,25.04,0.6131,176.11,9.33,0.45,0.182,8.0,0.0,GAMA,,,,False,True,True
513108,1,3.0,221.71563103,-1.14686014,221.71563103,-1.14686014,17.013,16.781,0.04248,0.04172,-19.62,8.58,23.43,24.49,26.13,0.1383,144.93,9.64,0.73,0.189,8.0,0.0,GAMA,,,,False,True,True
513236,1,3.0,222.56944497,-1.10435972,222.56944497,-1.10435972,16.495,16.489,0.04352,0.04278,-19.98,7.59,21.24,21.81,23.76,0.8036,77.600006,10.04,1.07,0.172,8.0,0.0,GAMA,,,,False,True,True
513267,2,3.0,222.83115671,-1.11744196,222.83115671,-1.11744196,18.981,18.882,0.02673,0.02603,-16.49,1.63,21.8,22.75,24.43,0.2893,125.07001,8.46,0.8,0.168,8.0,0.0,GAMA,,,,True,True,True
514022,1,1.5,214.04671257,-1.26845354,214.04671257,-1.26845354,16.492,16.471,0.05121,0.05032,-20.35,1.25,18.56,19.85,21.44,0.3436,128.31999,10.14,1.02,0.158,8.0,0.0,GAMA,,,,False,True,True
514029,1,2.5,214.13351026,-1.18214626,214.13351026,-1.18214626,15.283,15.286,0.05066,0.04977,-21.51,5.84,20.82,21.52,23.34,0.2966,149.04999,10.49,0.87,0.156,8.0,0.0,GAMA,,,,False,True,True
514212,1,3.0,140.43013169,2.69086086,140.43013169,2.69086086,16.25,16.264,0.02559,0.0246,-18.96,2.71,19.56,20.33,22.11,0.5999,119.84999,9.41,0.75,0.165,8.0,0.0,GAMA,,,,False,True,True
514214,1,0.0,140.48495777,2.6922939,140.48495777,2.6922939,15.564,15.417,0.08728,0.08611,-22.69,9.25,22.03,23.59,25.15,0.1637,25.89,11.26,1.33,0.171,8.0,0.0,GAMA,,,,False,True,True
514218,1,1.0,140.51298619,2.6938978,140.51298619,2.6938978,16.408,16.293,0.08607,0.0849,-21.78,2.38,19.48,20.76,22.35,0.5079,36.869995,10.92,1.36,0.172,8.0,0.0,GAMA,,,,False,True,True
514260,1,3.0,140.94319276,2.75296862,140.94319276,2.75296862,16.23,15.428,0.01778,0.01683,-19.02,21.68,23.51,24.52,26.18,0.629,164.44,9.38,0.6,0.228,8.0,0.0,GAMA,,,,False,True,True
516973,1,2.0,130.12337717,2.37446987,130.12337717,2.37446987,15.28,15.213,0.05107,0.05007,-21.64,4.03,19.91,21.26,22.84,0.2743,4.580002,10.83,1.24,0.134,8.0,0.0,GAMA,,,,False,True,True
517046,1,3.0,130.50556873,2.39787155,130.50556873,2.39787155,18.158,18.108,0.0267,0.02583,-17.21,5.33,22.02,22.51,24.57,0.814,75.57999,8.49,0.5,0.171,8.0,0.0,GAMA,,,,False,True,True
517070,1,3.0,130.64239983,2.42777394,130.64239983,2.42777394,15.955,15.958,0.05197,0.05096,-20.9,5.94,21.55,22.16,24.06,0.277,105.16999,10.16,0.76,0.165,8.0,0.0,GAMA,,,,False,True,True
517130,1,3.0,130.90756441,2.51521928,130.90756441,2.51521928,19.428,19.352,0.02706,0.02617,,1.4,21.49,22.51,24.17,0.4211,116.05,8.28,0.82,0.163,8.0,0.0,GAMA,,,,False,True,True
517164,1,2.0,131.24677756,2.47634811,131.24677756,2.47634811,15.981,15.942,0.05064,0.04962,-20.88,6.76,21.02,22.49,24.06,0.5711,98.2,10.36,1.02,0.154,8.0,0.0,GAMA,,,,False,True,True
517167,1,3.0,131.16137135,2.41098443,131.16137135,2.41098443,16.573,16.567,0.0309,0.0299,-19.08,3.67,21.09,21.64,23.61,0.3091,92.93,9.24,0.5,0.162,8.0,0.0,GAMA,,,,False,True,True
517205,1,0.0,131.38247114,2.4758725,131.38247114,2.4758725,15.311,15.188,0.07756,0.07651,-22.64,6.76,21.1,22.43,24.01,0.214,70.09,11.24,1.31,0.165,8.0,0.0,GAMA,,,,False,True,True
