cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
15220_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01,15220_A,15220_blue_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01.fits,15220,322.5,7.25,45.762318,7.4794497,53.14174,5.347349,,,47.61258,8.722598,45.826805,6.49255,54.18724,5.77472,,,,,,,,,,,,,47.77361,8.160353,,,,,,,,,,,,,2,3.0,214.61653294,0.75008408,214.61653294,0.75008408,17.124,17.139,0.02634,0.02547,-18.16,2.23,20.12,21.09,22.77,0.5409,142.34,8.98,0.62,0.143,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
15220_blue_red_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20,15220_B,15220_blue_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20.fits,15220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,214.61653294,0.75008408,214.61653294,0.75008408,17.124,17.139,0.02634,0.02547,-18.16,2.23,20.12,21.09,22.77,0.5409,142.34,8.98,0.62,0.143,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
15481_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22,15481_A,15481_blue_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22.fits,15481,199.0,8.75,225.85182,2.2824519,234.58095,2.1200986,234.70273,2.768599,235.33844,2.2727504,236.06201,1.909052,236.44466,1.856539,0.0,1.0,0.071238264,0.0052873613,,,0.07618185,0.004937271,,,0.28448382,0.09054263,230.60489,1.933106,0.0,1.0,0.059199754,0.0050658016,,,0.063882664,0.004802493,,,0.28448382,0.09054263,1,0.0,215.75408194,0.79435287,215.75408194,0.79435287,14.888,14.788,0.05493,0.05407,-22.23,5.63,20.38,21.84,23.41,0.044,3.3899994,11.08,1.27,0.099,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
15847_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16,15847_A,15847_blue_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16.fits,15847,163.0,9.333331,48.016155,5.3399405,47.06536,5.7592955,51.498516,8.235726,41.012104,6.7918596,49.82113,5.2320004,46.4097,4.9032383,,,,,,,,,,,,,44.158386,5.1831784,,,,,,,,,,,,,1,3.0,216.96619195,0.75425347,216.96619195,0.75425347,17.224,17.24,0.05791,0.05706,-19.83,4.05,21.6,22.23,24.11,0.5034,148.14,9.56,0.56,0.126,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
15898_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16,15898_A,15898_blue_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16.fits,15898,143.0,0.6666667,,,130.87744,1.9111457,137.90869,3.2468736,132.84163,2.1354017,131.62096,1.7058055,130.53873,1.5435648,1.0,0.7612523,0.73029965,0.005822839,0.65995705,0.005822839,1.1451142,0.012799953,0.9616723,0.012799953,,,,,1.0,0.7434685,0.7520732,0.005617369,0.6777685,0.005617369,1.196289,0.013236405,0.98956454,0.013236405,,,1,2.0,217.1874078,0.7114845,217.1874078,0.7114845,17.713,15.124,0.05763,0.05679,-22.01,9.85,20.91,21.89,23.56,0.6914,144.72,10.94,1.2,0.135,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
16022_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16,16022_A,16022_blue_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16.fits,16022,12.0,10.666667,119.587006,1.1548386,124.32371,1.5220935,133.07854,2.1905196,127.69785,1.662781,123.56887,1.4341872,119.912834,1.3744438,0.0,1.0,0.05999869,0.0096680345,,,0.06887668,0.009020786,,,0.14536962,0.08904132,123.56887,1.4382963,0.0,1.0,0.036537927,0.010391449,,,0.044318806,0.009610249,,,0.14536962,0.08904132,1,0.5,217.45754642,0.66485519,217.45754642,0.66485519,16.338,16.34,0.05451,0.05368,-20.65,2.19,19.85,21.3,22.86,0.1207,30.940002,10.41,1.22,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16026_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17,16026_A,16026_blue_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17.fits,16026,165.0,2.5,125.67078,2.5834565,120.4218,2.7786546,116.49031,3.8592825,118.87292,3.2365434,122.02984,2.504201,123.22022,2.5166597,0.0,1.0,0.350902,0.020572605,,,0.41167733,0.025136732,,,0.026012195,0.01649081,121.18655,2.894576,,,,,,,,,,,,,1,2.5,217.53450615,0.70349884,217.53450615,0.70349884,16.552,16.563,0.05462,0.05379,-20.42,2.12,19.22,20.0,21.77,0.6311,156.75,10.23,1.09,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16242_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16242_A,16242_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16242,201.5,0.6666667,103.76884,1.3622514,102.40687,1.1264051,107.77469,2.3195682,106.92113,1.8182209,103.87789,1.1672131,102.44888,1.1278576,1.0,1.0027782,0.51540637,0.006490509,0.5161626,0.006490509,0.6024662,0.008762983,0.6035369,0.008762983,0.04091044,0.0072422656,100.81813,1.1800693,0.0,1.0,0.43598372,0.0067390017,,,0.49154893,0.008196578,,,0.04091044,0.0072422656,1,1.5,218.13435093,0.77151448,218.13435093,0.77151448,15.16,15.142,0.03488,0.03407,-20.82,7.48,21.04,22.31,23.9,0.2688,170.25,10.45,1.14,0.139,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16294_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17,16294_A,16294_blue_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17.fits,16294,162.5,29.83333,,,48.041584,7.305785,,,42.202003,10.379827,38.68134,8.269723,49.532066,7.22529,,,,,,,,,,,,,46.62114,6.897646,,,,,,,,,,,,,1,3.0,218.2074077,0.63696711,218.2074077,0.63696711,17.298,17.236,0.02977,0.02897,-18.32,8.96,22.43,23.19,24.97,0.7383,134.33,8.91,0.46,0.135,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
16310_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16310_A,16310_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,218.27027461,0.82323257,218.27027461,0.82323257,19.651,19.456,0.02976,0.02896,,3.27,22.79,23.65,25.37,0.7083,19.979996,8.2,0.66,0.138,8.0,0.0,GAMA,,,,False,True,True,False,True,False,False,False
16317_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16317_A,16317_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16317,127.5,0.8333333,118.45002,0.72346735,120.052574,0.8448994,120.903,1.6275471,120.82259,0.97461426,121.30704,0.84609747,120.754,0.723436,0.0,1.0,0.35506725,0.004348237,,,0.39396772,0.004882771,,,0.035183795,0.0057938034,119.43019,0.75149685,0.0,1.0,0.32028598,0.004367435,,,0.35386926,0.004676631,,,0.035183795,0.0057938034,1,1.0,218.33730088,0.83733901,218.33730088,0.83733901,14.807,14.811,0.03493,0.03413,-21.16,5.59,19.92,21.28,22.86,0.4395,138.02,10.53,1.08,0.141,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16382_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16382_A,16382_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
16392_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16392_A,16392_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16392,253.5,29.83333,60.05975,3.6422493,53.930214,2.5357852,63.61579,4.6786795,58.937637,3.3741262,55.583622,2.6845806,53.98334,2.586153,,,,,,,,,,,,,58.937637,3.3926682,,,,,,,,,,,,,1,-9.0,218.52847409,0.63309901,218.52847409,0.63309901,17.054,17.879,0.03002,0.02922,-17.73,1.0,19.82,20.59,22.36,0.2934,23.940002,9.22,1.13,0.143,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16426_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16426_A,16426_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16426,278.0,29.916666,98.98486,8.870267,35.388012,8.198379,,,,,,,,,,,,,,,,,,,,,45.13605,6.8819413,,,,,,,,,,,,,1,3.0,218.71453614,0.69509782,218.71453614,0.69509782,17.894,17.872,0.03114,0.03035,-17.85,6.05,23.38,24.37,26.04,0.1361,102.13,9.16,0.97,0.141,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16429_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16429_A,16429_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16429,299.5,10.916667,60.40016,2.8986914,58.900738,2.7349184,63.59453,5.068507,61.783802,3.0466535,59.240044,2.6770072,58.841755,2.3620205,,,,,,,,,,,,,62.87361,2.9750814,,,,,,,,,,,,,1,-9.0,218.65632464,0.66303607,218.65632464,0.66303607,17.494,17.501,0.0314,0.0306,-18.22,2.06,20.45,21.37,23.06,0.4789,145.11,9.34,1.04,0.138,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16430_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16430_A,16430_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16430,210.0,18.08333,36.041138,6.3690352,38.471043,6.7506385,,,42.880405,9.9979315,42.496197,7.624988,39.362354,7.4439077,,,,,,,,,,,,,35.379215,7.6535296,,,,,,,,,,,,,1,3.0,218.71531922,0.83816223,218.71531922,0.83816223,17.425,17.422,0.03158,0.03079,-18.29,3.98,21.92,22.49,24.43,0.4436,23.51001,9.19,0.83,0.157,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16445_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16,16445_A,16445_blue_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16.fits,16445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
16487_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,16487_A,16487_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,16487,79.5,6.0,67.69355,4.4158883,55.408073,5.0814085,67.77171,8.788817,59.155773,6.3322263,57.025597,5.0284266,60.385464,4.7406907,,,,,,,,,,,0.032785997,0.019144699,59.15213,5.2896657,0.0,1.0,0.55106753,0.043644354,,,0.715774,0.075655706,,,0.032785997,0.019144699,1,2.5,219.03513003,0.7460916,219.03513003,0.7460916,17.883,17.865,0.05662,0.05581,-19.17,3.57,21.44,21.89,24.03,0.7084,89.630005,9.66,1.02,0.159,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16525_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,16525_A,16525_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,16525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,219.18416381,0.71146961,219.18416381,0.71146961,16.892,16.788,0.05743,0.05662,-20.31,1.1,19.01,20.34,21.93,0.1198,115.46,10.26,1.2,0.16,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
16526_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02,16526_A,16526_blue_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02.fits,16526,156.0,4.9166665,98.526566,1.9801577,97.77074,2.495145,92.91291,4.3895736,94.02723,3.2517889,97.751884,2.3614273,98.83746,2.1379108,0.0,1.0,0.18912405,0.019127365,,,0.21800771,0.018569406,,,0.070079684,0.03773602,98.738144,2.0127292,0.0,1.0,0.19612435,0.01821384,,,0.22537743,0.017583871,,,0.070079684,0.03773602,1,0.0,219.18604924,0.71005094,219.18604924,0.71005094,16.816,16.719,0.05705,0.05624,-20.37,2.24,20.38,21.44,23.08,0.1801,151.37,10.26,1.19,0.16,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
16828_blue_red_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19,16828_A,16828_blue_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19.fits,16828,259.0,29.416666,,,,,,,40.61508,8.323393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,220.45287105,0.68697063,220.45287105,0.68697063,14.339,14.332,0.00755,0.00633,-18.21,22.24,22.45,23.18,24.98,0.5992,56.619995,8.93,0.51,0.172,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
16863_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16863_B,16863_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,220.69559745,0.66173095,220.69559745,0.66173095,15.071,14.885,0.00726,0.00607,-17.57,17.01,21.56,22.3,24.09,0.7749,67.369995,8.67,0.51,0.169,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16863_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16863_A,16863_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16863,265.0,4.9166665,,,38.440285,3.8195539,,,,,,,35.381687,3.8242583,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,220.69559745,0.66173095,220.69559745,0.66173095,15.071,14.885,0.00726,0.00607,-17.57,17.01,21.56,22.3,24.09,0.7749,67.369995,8.67,0.51,0.169,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16920_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16920_A,16920_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-9.0,220.84609538,0.65042042,220.84609538,0.65042042,19.326,18.788,0.03948,0.03872,-17.49,2.47,23.66,24.56,26.26,0.4028,163.45999,9.01,0.96,0.192,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16920_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16920_B,16920_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-9.0,220.84609538,0.65042042,220.84609538,0.65042042,19.326,18.788,0.03948,0.03872,-17.49,2.47,23.66,24.56,26.26,0.4028,163.45999,9.01,0.96,0.192,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16926_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16926_B,16926_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,220.94265849,0.71789615,220.94265849,0.71789615,16.395,16.406,0.05113,0.05036,-20.45,2.47,19.4,20.27,21.99,0.627,33.95999,10.29,1.17,0.18,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16926_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16926_A,16926_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16926,207.5,1.0,121.8342,1.5057082,116.159,1.3824182,114.98946,1.7949798,115.093796,1.6147639,116.159,1.3771933,117.55603,1.2658707,0.0,1.0,0.39551374,0.008911985,,,0.47550443,0.010864532,,,0.022963729,0.009233028,118.371506,1.3447913,0.0,1.0,0.33853713,0.008943257,,,0.38207656,0.010197755,,,0.022963729,0.009233028,2,1.0,220.94265849,0.71789615,220.94265849,0.71789615,16.395,16.406,0.05113,0.05036,-20.45,2.47,19.4,20.27,21.99,0.627,33.95999,10.29,1.17,0.18,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
16948_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,16948_B,16948_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,16948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,221.10413229,0.78285742,221.10413229,0.78285742,16.901,16.882,0.02699,0.02626,-18.47,5.21,22.24,23.21,24.88,0.1717,31.630005,8.89,0.36,0.18,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
16948_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,16948_A,16948_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,16948,3.0,9.916665,39.39186,5.960312,37.957367,5.0292187,50.159214,8.239902,42.88796,5.8682613,38.207035,5.5462,35.71529,5.6714354,,,,,,,,,,,,,37.41469,5.4160724,,,,,,,,,,,,,2,3.0,221.10413229,0.78285742,221.10413229,0.78285742,16.901,16.882,0.02699,0.02626,-18.47,5.21,22.24,23.21,24.88,0.1717,31.630005,8.89,0.36,0.18,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
17273_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,17273_A,17273_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,17273,282.5,1.75,94.382454,2.9661021,80.66871,3.603681,52.634373,5.2850595,74.14116,4.4989834,82.90872,3.458031,83.03743,3.1834147,0.0,1.0,0.47082835,0.017333452,,,0.5755632,0.025130652,,,0.063292496,0.018348133,90.470535,2.8848848,0.0,1.0,0.45793808,0.01786654,,,0.5582963,0.02522757,,,0.063292496,0.018348133,1,3.0,222.76295086,0.68300398,222.76295086,0.68300398,16.213,16.216,0.06971,0.06896,-21.33,4.18,21.11,21.64,23.64,0.2735,92.45,10.42,0.89,0.17,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
17314_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01,17314_B,17314_blue_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01.fits,17314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,223.04204401,0.78398629,223.04204401,0.78398629,15.658,15.635,0.04398,0.04325,-20.86,4.05,20.28,21.18,22.88,0.3845,141.53,10.41,1.1,0.185,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
17314_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22,17314_C,17314_blue_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22.fits,17314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,223.04204401,0.78398629,223.04204401,0.78398629,15.658,15.635,0.04398,0.04325,-20.86,4.05,20.28,21.18,22.88,0.3845,141.53,10.41,1.1,0.185,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
17314_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02,17314_A,17314_blue_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02.fits,17314,286.5,0.5833333,108.70986,0.88057494,112.13867,1.0717522,112.62989,2.0746481,113.07759,1.3903792,112.13867,1.030244,111.002144,0.87483376,0.0,1.0,0.41471946,0.005559743,,,0.46838927,0.006795892,,,0.023564912,0.007001031,110.13869,0.91156954,0.0,1.0,0.41561675,0.0055334778,,,0.46937668,0.006749577,,,0.023564912,0.007001031,3,2.0,223.04204401,0.78398629,223.04204401,0.78398629,15.658,15.635,0.04398,0.04325,-20.86,4.05,20.28,21.18,22.88,0.3845,141.53,10.41,1.1,0.185,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
17390_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02,17390_A,17390_blue_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02.fits,17390,184.0,8.916664,200.43686,1.8745421,208.3117,2.6564853,212.09273,3.948989,208.3117,2.5275538,208.32993,1.9174231,205.57014,2.039131,0.0,1.0,0.066805966,0.006658439,,,0.0748046,0.006446821,,,0.20145845,0.07048306,204.85667,1.9825351,0.0,1.0,0.04755481,0.0066875876,,,0.05342542,0.0062081967,,,0.20145845,0.07048306,3,0.5,223.30728599,0.65649125,223.30728599,0.65649125,15.929,15.905,0.09257,0.09181,-22.33,3.68,20.48,21.95,23.51,0.1676,123.95,11.06,1.28,0.182,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
17390_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22,17390_C,17390_blue_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22.fits,17390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,223.30728599,0.65649125,223.30728599,0.65649125,15.929,15.905,0.09257,0.09181,-22.33,3.68,20.48,21.95,23.51,0.1676,123.95,11.06,1.28,0.182,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
17390_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01,17390_B,17390_blue_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01.fits,17390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.5,223.30728599,0.65649125,223.30728599,0.65649125,15.929,15.905,0.09257,0.09181,-22.33,3.68,20.48,21.95,23.51,0.1676,123.95,11.06,1.28,0.182,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
21836_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16,21836_A,21836_blue_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16.fits,21836,16.5,29.916666,,,,,,,,,,,49.795177,11.194062,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,174.4099404,1.08658655,174.4099404,1.08658655,18.462,18.508,0.02203,0.02036,-16.44,2.61,22.23,22.84,24.74,0.3219,101.78,8.25,0.56,0.097,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
21979_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01,21979_A,21979_blue_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01.fits,21979,279.5,29.916666,,,88.01622,11.319107,,,,,86.981575,11.078065,82.362114,11.567766,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,175.09543605,1.13915421,175.09543605,1.13915421,17.733,17.772,0.04229,0.04103,-18.62,8.86,23.28,24.16,25.87,0.6423,54.61,9.13,0.59,0.078,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
22121_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22121_A,22121_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22121,149.5,5.25,,,,,78.737526,3.194746,81.29177,3.002073,76.846985,2.463543,76.33727,2.4223948,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
22175_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22175_A,22175_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22175,207.5,23.833334,46.917587,8.535885,41.53656,8.799412,,,54.702564,10.421212,,,37.382015,9.718697,,,,,,,,,,,,,53.698986,6.8394823,,,,,,,,,,,,,1,3.0,176.32034453,1.22731822,176.32034453,1.22731822,17.848,17.828,0.02946,0.02822,-17.7,5.54,22.7,23.53,25.27,0.5457,174.17,8.73,0.55,0.067,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
22178_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16,22178_A,22178_blue_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16.fits,22178,327.0,29.916666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,176.25171663,1.17860017,176.25171663,1.17860017,18.363,18.341,0.02963,0.02839,-17.2,3.64,22.73,23.13,25.37,0.3444,16.5,8.36,0.34,0.074,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
22582_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,22582_A,22582_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,22582,323.5,2.8333333,222.05295,1.7512776,226.68886,1.8159572,227.01291,2.2505763,226.68886,1.9516922,223.83342,1.7042912,221.31976,1.6656009,0.0,1.0,0.14598055,0.0060894596,,,0.15564424,0.0055168713,,,0.030655518,0.0139112305,222.2238,1.4856125,0.0,1.0,0.12611985,0.006010741,,,0.1343559,0.005234736,,,0.030655518,0.0139112305,1,0.5,178.191957,1.19481093,178.191957,1.19481093,15.646,15.605,0.0791,0.07781,-22.26,3.73,20.08,21.57,23.14,0.1927,134.31,11.06,1.28,0.081,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
22595_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,22595_A,22595_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,22595,30.0,1.0,268.1537,2.1643705,264.59573,2.4637947,261.9824,2.9229383,264.59573,2.4143863,263.65222,2.2481928,263.45288,2.1569605,0.0,1.0,0.3655032,0.005871011,,,0.40840617,0.0063174446,,,0.031032117,0.0054670344,266.87668,2.1811728,0.0,1.0,0.37842938,0.0058806217,,,0.41553336,0.0062405835,,,0.031032117,0.0054670344,1,1.0,178.31624751,1.21121208,178.31624751,1.21121208,15.731,15.634,0.08032,0.07903,-22.29,3.68,19.81,21.22,22.79,0.4436,28.220001,11.12,1.36,0.079,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
