cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
9044200155_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08,9044200155_A,9044200155_blue_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08.fits,9044200155,1.5,0.7499983,285.6317,2.5268896,278.78552,2.158067,287.80316,3.228392,284.26736,2.6493568,278.78552,2.332145,278.5342,2.0596645,0.0,1.0,0.39535156,0.0062407353,,,0.45622295,0.00693148,,,0.025536256,0.0067886715,281.79126,2.3689575,0.0,1.0,0.33680332,0.0064777564,,,0.3788856,0.0068381634,,,0.025536256,0.0067886715,1,1.0,6.2080545,-33.2189026,,,15.473738,15.431863,,0.04910391,-21.341255,2.747974,18.77028,20.047453,21.641272,0.5126584,2.5498006,10.732547,1.256381,,7.0,0.0,Cluster,0.55967784,-0.35470384,1.0,False,True,True,True,True,True,True,True
9044200158_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200158_A,9044200158_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200158,284.0,14.416664,,,245.99446,1.6679312,249.78847,2.0046592,245.74309,1.7333225,245.99446,1.5026965,243.93468,1.3864083,1.0,0.6380101,0.057990838,0.0031783346,0.04199363,0.0031783346,0.0608269,0.002918679,0.045623157,0.002918679,0.46839026,0.16394927,226.50311,1.2308306,1.0,0.98243576,0.04561127,0.0032020337,0.045034204,0.0032020337,0.049039986,0.002973186,0.048486963,0.002973186,0.46839026,0.16394927,1,0.0,6.5119853,-32.8477287,,,13.963422,13.922088,,0.05182988,-22.85351,11.7553,20.494793,21.979988,23.543785,0.38607442,170.4217,11.305182,1.2366762,,7.0,0.0,Cluster,0.5656394,0.979738,1.0,False,True,True,True,True,False,False,False
9044200170_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200170_A,9044200170_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200170,303.0,0.9166667,193.51321,1.2838178,188.94928,1.5664762,187.8167,2.3521779,187.30217,1.5794263,188.94928,1.4770464,190.15408,1.5078511,0.0,1.0,0.36053523,0.0060224254,,,0.40624604,0.0067312373,,,0.034692325,0.0062229633,192.45023,1.3303847,0.0,1.0,0.33880728,0.006076368,,,0.37543628,0.006606664,,,0.034692325,0.0062229633,1,1.0,6.6609702,-33.1045456,,,15.592192,15.572826,,0.05057499,-21.201618,3.549037,19.59226,20.798065,22.405733,0.43970707,125.3022,10.666188,1.2516565,,7.0,0.0,Cluster,0.6019387,0.36586517,1.0,False,True,True,True,True,True,True,True
9044200175_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200175_A,9044200175_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200175,172.0,4.0833306,177.3968,1.3205396,185.91306,1.5261059,195.34239,2.4357975,192.40244,1.8834746,185.91306,1.406848,185.89803,1.4919163,0.0,1.0,0.09823191,0.0056294296,,,0.10564884,0.005107227,,,0.1414825,0.031370733,184.29294,1.2197229,0.0,1.0,0.074986525,0.0057907454,,,0.08086546,0.0053040884,,,0.1414825,0.031370733,1,0.0,6.4081669,-33.2929726,,,15.316369,15.312577,,0.052771453,-21.461538,4.305013,20.095116,21.505299,23.078426,0.14548367,171.52397,10.684627,1.1425562,,7.0,0.0,Cluster,0.6157619,1.4398606,1.0,False,True,True,True,True,True,True,True
9044200176_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200176_A,9044200176_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200176,38.5,1.75,96.393364,1.3446928,95.09845,1.2564969,94.022675,2.4133816,95.68331,1.5710531,95.09845,1.3363568,95.81291,1.2401834,0.0,1.0,0.31145102,0.0126695065,,,0.3500253,0.013899041,,,0.032016028,0.008218683,95.24698,1.4615453,0.0,1.0,,,,,,,,,0.032016028,0.008218683,1,1.0,6.1649375,-32.8736115,,,16.983856,17.009235,,0.04720642,-19.761877,1.6728367,19.6896,20.696268,22.357119,0.2914173,39.07847,10.047085,1.1899395,,7.0,0.0,Cluster,0.62295204,-1.2856262,1.0,False,True,True,True,True,True,True,True
9044200179_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200179_A,9044200179_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200179,76.5,1.0,134.48108,1.2449081,133.43301,1.1611061,134.63942,1.956121,133.96033,1.6701545,133.43301,1.247159,133.04694,1.1866645,0.0,1.0,0.19885789,0.0085575925,,,0.22813065,0.008880682,,,0.02983031,0.016474497,133.43301,1.238282,0.0,1.0,0.16205814,0.00844384,,,0.176729,0.0084089935,,,0.02983031,0.016474497,2,1.5,6.615592,-32.889061,,,16.235458,16.245533,,0.047544777,-20.526257,2.1112418,19.3095,20.620714,22.208658,0.3455982,85.94984,10.440303,1.2911186,,7.0,0.0,Cluster,0.62775046,-1.1195025,1.0,True,True,True,True,True,True,True,True
9044200179_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200179_B,9044200179_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5,6.615592,-32.889061,,,16.235458,16.245533,,0.047544777,-20.526257,2.1112418,19.3095,20.620714,22.208658,0.3455982,85.94984,10.440303,1.2911186,,7.0,0.0,Cluster,0.62775046,-1.1195025,1.0,True,True,True,True,True,False,False,False
9044200188_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200188_A,9044200188_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200188,195.5,3.4166667,55.8088,2.077552,55.605747,2.292708,50.426266,2.768527,53.34449,2.607298,55.323063,2.1598427,55.117233,2.1887803,0.0,1.0,0.39307007,0.029552022,,,0.4497335,0.04022279,,,0.036446072,0.020002723,55.717182,2.2060475,0.0,1.0,0.39319056,0.027964339,,,0.44110754,0.0372031,,,0.036446072,0.020002723,1,-9.0,6.5992751,-33.2288246,,,17.041405,17.032436,,0.05458131,-19.729973,1.6555395,19.673243,20.361195,22.191391,0.34038833,11.764209,9.6770735,0.7586155,,3.0,0.0,Cluster,0.642709,2.3231287,1.0,False,True,True,True,True,True,True,True
9044200195_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200195_A,9044200195_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,6.5854506,-32.846817,,,16.532576,16.505404,,0.054944012,-20.272308,,,,,,,10.299936,1.2549762,,7.0,0.0,Cluster,0.6556237,2.4999547,1.0,False,True,True,True,True,False,False,False
9044200204_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200204_A,9044200204_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200204,149.0,1.75,125.11044,1.26296,125.549774,1.5173541,128.58093,2.4286325,128.67728,1.9244927,125.549774,1.203848,124.720345,1.3264779,0.0,1.0,0.29183653,0.008354028,,,0.32889542,0.008826806,,,0.029713951,0.011515356,124.49288,1.3460252,0.0,1.0,0.22533755,0.008742369,,,0.24606341,0.008702913,,,0.029713951,0.011515356,1,1.5,6.046308,-33.0713654,,,15.958015,15.941197,,0.050015893,-20.832312,4.228022,19.994732,21.162355,22.778399,0.6037356,150.81949,10.469392,1.1922168,,7.0,0.0,Cluster,0.70001304,0.092125155,1.0,False,True,True,True,True,True,True,True
9044200205_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200205_A,9044200205_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200205,140.0,1.5833334,117.185135,1.3392509,113.633835,1.3169514,107.21713,2.6048398,112.71293,1.5726084,113.633835,1.4169466,114.43503,1.3060455,0.0,1.0,0.35009733,0.010559885,,,0.41405046,0.01182242,,,0.043868214,0.01347425,114.13734,1.3637407,0.0,1.0,0.26110214,0.010975954,,,0.29130515,0.011096064,,,0.043868214,0.01347425,1,1.0,6.715682,-33.0156822,,,16.388773,16.38407,,0.049319148,-20.388382,3.3226755,19.927586,21.227869,22.817652,0.5303114,141.79103,10.296387,1.1851465,,7.0,0.0,Cluster,0.70303655,-0.24921161,1.0,False,True,True,True,True,True,True,True
9044200215_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200215_A,9044200215_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200215,14.0,2.75,,,90.919136,1.1983443,89.621025,1.570404,90.28899,1.4271466,90.919136,1.154562,91.868965,1.1368332,,,,,,,,,,,,,90.20088,1.3915609,0.0,1.0,,,,,,,,,0.098187834,0.0229772,1,1.0,6.0613227,-32.9227104,,,16.553427,16.56626,,0.048042085,-20.20425,1.7086443,18.53814,19.72722,21.338467,0.65316886,6.666622,10.146429,1.0981447,,7.0,0.0,Cluster,0.7343381,-0.8754356,1.0,False,True,True,True,True,False,False,False
9044200217_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200217_A,9044200217_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200217,121.5,0.8333333,168.49327,1.1877729,167.42093,1.1232777,166.19948,1.9730058,167.74106,1.4952339,167.42093,1.1772534,167.68994,1.0608013,0.0,1.0,0.2589638,0.007396802,,,0.28601304,0.0077883685,,,0.014422055,0.006224383,168.15746,0.90454304,0.0,1.0,0.2775088,0.004930839,,,0.3011985,0.004972835,,,0.014422055,0.006224383,1,1.5,6.6899505,-32.9042931,,,15.407153,15.417432,,0.048222974,-21.354965,2.702035,18.03973,19.480036,21.049238,0.74900526,122.0202,10.759009,1.2783726,,7.0,0.0,Cluster,0.73624927,-0.78668815,1.0,False,True,True,True,True,True,True,True
9044200248_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200248_A,9044200248_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200248,254.5,3.6666667,88.15926,2.3184853,76.3393,2.760315,75.76911,4.9240227,78.845695,3.2810981,76.3393,2.7460444,75.616905,2.2359197,0.0,1.0,0.5381702,0.01687112,,,0.6959127,0.028527318,,,0.051848434,0.008818352,80.47306,2.4594915,0.0,1.0,0.529469,0.016736286,,,0.6793254,0.027053058,,,0.051848434,0.008818352,1,3.0,5.9910069,-33.1200714,,,16.324993,16.315475,,0.048213404,-20.449375,6.335351,20.929976,21.771833,23.50163,0.7154239,86.71734,10.126158,0.9296523,,8.0,0.0,Cluster,0.8327182,-0.79138315,1.0,False,True,True,True,True,True,True,True
9044200249_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200249_A,9044200249_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200249,112.5,1.8333334,77.21856,1.8538547,67.341484,1.8277216,62.26609,3.007285,64.48879,2.0879583,67.341484,1.8488842,68.68539,1.5532016,0.0,1.0,0.5788313,0.0153732,,,0.7979971,0.027686872,,,0.027837137,0.006175281,71.03594,1.7993274,0.0,1.0,0.54252607,0.016249903,,,0.72339857,0.026261829,,,0.027837137,0.006175281,1,2.5,6.4592476,-32.7180824,,,16.83978,16.8064,,0.051641144,-19.965988,4.2765946,21.00273,22.009647,23.670412,0.55828446,111.51571,10.039982,1.0878735,,7.0,0.0,Cluster,0.83366096,0.88745874,1.0,False,True,True,True,True,True,True,True
9044200269_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200269_A,9044200269_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200269,99.0,2.25,95.625084,1.9011412,87.120125,1.8311481,80.602844,2.7231894,85.60675,1.9449706,87.120125,1.701175,86.33343,1.7173704,0.0,1.0,0.4425499,0.0140800495,,,0.5514128,0.020039275,,,0.038446184,0.014413192,87.76335,1.492201,0.0,1.0,0.3687953,0.014675592,,,0.42996493,0.017449021,,,0.038446184,0.014413192,1,1.5,5.9601021,-33.0474854,,,16.631777,16.579256,,0.051459096,-20.19379,4.0690045,20.392515,21.644606,23.243042,0.65129405,100.652824,10.127597,1.0929909,,7.0,0.0,Cluster,0.87718165,0.7984332,1.0,False,True,True,True,True,True,True,True
9044200290_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13,9044200290_A,9044200290_blue_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13.fits,9044200290,132.0,4.75,38.53422,3.006424,40.392117,2.4478705,43.97931,4.4248743,38.371296,3.025986,40.392117,2.495728,40.430935,2.4142592,,,,,,,,,,,,,38.28105,2.3324833,,,,,,,,,,,,,1,3.0,6.6986465,-32.7801552,,,15.806193,15.776121,,0.048291333,-20.988008,6.27207,21.61855,22.04554,24.23288,0.13698985,126.20019,10.325303,0.9078446,,8.0,0.0,Cluster,0.93837243,-0.7531539,1.0,False,True,True,True,True,True,True,True
9044200305_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200305_A,9044200305_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200305,317.0,1.0,161.22827,1.459525,160.49037,2.011056,158.94836,3.3323157,159.13603,2.3916628,160.49037,1.7845482,160.35306,1.6863792,0.0,1.0,0.43934485,0.0057388935,,,0.48880765,0.0069719623,,,0.027425619,0.0077249417,161.94637,1.7810078,0.0,1.0,0.37222373,0.006474807,,,0.40423492,0.007362499,,,0.027425619,0.0077249417,1,2.5,6.7954707,-32.8635597,,,14.791976,14.793033,,0.04790822,-21.975393,4.919923,19.432953,20.844627,22.417555,0.48218426,150.47475,10.809989,1.0328655,,8.0,0.0,Cluster,0.9784313,-0.9411218,1.0,False,True,True,True,True,True,True,True
9044200316_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08,9044200316_A,9044200316_blue_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08.fits,9044200316,320.0,0.9166667,185.06091,1.5842317,166.54855,1.606105,173.02824,2.8802679,169.46266,1.8977716,166.54855,1.5353649,168.0051,1.6556634,0.0,1.0,0.50297636,0.006464213,,,0.6333539,0.00908926,,,0.02024939,0.004399121,170.85226,1.3422908,0.0,1.0,0.4690854,0.0064946325,,,0.56623715,0.008219139,,,0.02024939,0.004399121,1,1.5,6.0529227,-33.3389664,,,15.243232,15.229095,,0.051752817,-21.54649,4.5280724,19.1149,20.331873,21.937225,0.70262796,142.20888,10.759214,1.2186155,,7.0,0.0,Cluster,0.9975218,0.94206184,1.0,False,True,True,True,True,True,True,True
9044200348_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200348_A,9044200348_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200348,54.0,1.0,114.15341,1.4891025,106.46809,1.4672699,102.51985,2.932053,104.480995,1.877315,106.46809,1.4823287,106.641426,1.4164666,0.0,1.0,0.513508,0.008053964,,,0.6423096,0.011850132,,,0.025507377,0.0068740784,109.17769,1.5499414,0.0,1.0,0.47627363,0.008551155,,,0.5842852,0.011746549,,,0.025507377,0.0068740784,1,1.5,5.9999409,-33.3281136,,,15.810737,15.805855,,0.050842762,-20.96732,4.801986,20.36049,21.286436,22.977362,0.53879946,61.491486,10.552072,1.2033129,,2.0,0.0,Cluster,1.0579736,0.49691623,1.0,False,True,True,True,True,True,True,True
9044200383_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08,9044200383_A,9044200383_blue_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08.fits,9044200383,222.5,1.9166666,117.032196,1.2637832,115.46344,1.3541639,117.51001,2.3987896,114.2943,1.5723085,115.46344,1.3864337,116.38098,1.1203643,0.0,1.0,0.21148616,0.011696608,,,0.24401754,0.011739701,,,,,115.166794,1.5700111,0.0,1.0,,,,,,,,,,,1,1.0,6.5571094,-32.6170387,,,16.511522,16.49882,,0.04761567,-20.272535,2.1040628,19.28034,20.608871,22.19399,0.49554938,43.045555,10.266959,1.2024746,,2.0,0.0,Cluster,1.1306155,-1.0847032,1.0,False,True,True,True,True,True,True,True
9044200446_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08,9044200446_A,9044200446_blue_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08.fits,9044200446,152.0,5.25,,,41.318554,3.0296226,44.70205,5.9546776,43.420616,4.067847,41.318554,3.275573,40.28524,2.5756955,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,5.9921136,-33.4319801,,,15.943455,15.906481,,0.051273156,-20.853176,5.8342705,21.678738,22.546185,24.263205,0.0001006626,7.2073174,10.082475,0.690281,,2.0,0.0,Cluster,1.2543998,0.70748794,1.0,False,True,True,True,True,False,False,False
9091700001_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08,9091700001_A,9091700001_blue_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08.fits,9091700001,63.5,29.499998,,,272.37466,1.7249646,275.3774,2.2604496,275.45972,1.931888,272.37466,1.5413584,270.04578,1.4280665,1.0,0.6067643,0.08059006,0.0045159305,0.05633529,0.0045159305,0.08294803,0.004090453,0.06024748,0.004090453,0.43415332,0.1332208,,,1.0,0.945613,0.060223058,0.00459863,0.057854537,0.00459863,0.06389964,0.004101434,0.06165312,0.004101434,0.43415332,0.1332208,1,0.0,355.3979797,-29.2363434,,,13.879917,13.824505,,0.050563693,-22.99914,12.360648,20.869724,22.313044,23.881866,0.16794065,32.627983,11.412769,1.2936382,,7.0,0.0,Cluster,0.000241299,-0.2108205,1.0,False,True,True,True,True,False,False,False
9091700002_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04,9091700002_A,9091700002_blue_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04.fits,9091700002,18.0,7.833332,173.97414,3.415788,180.82814,2.6393626,174.89449,3.44466,179.35904,3.0236876,180.82814,2.56451,179.59018,2.4442046,,,,,,,,,,,,,173.97414,3.4912162,,,,,,,,,,,,,1,0.0,355.3943481,-29.2308426,,,17.43938,17.31855,,0.049731065,-19.504301,0.40387073,17.276407,18.501207,20.10497,0.21435072,28.817324,10.020076,1.2971249,,7.0,0.0,Cluster,0.01899725,-0.6934554,1.0,False,True,True,True,True,True,True,True
9091700005_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01,9091700005_A,9091700005_blue_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01.fits,9091700005,171.5,5.7499976,99.95691,2.2389982,100.470184,2.155346,103.51191,4.4853554,100.48953,3.0236576,100.470184,2.32877,100.34666,2.0917287,0.0,1.0,0.16298796,0.020907586,,,0.1831737,0.020690892,,,,,100.84904,2.5764813,,,,,,,,,,,,,1,0.0,355.4226379,-29.2494125,,,16.80284,16.735039,,0.051294893,-20.087889,2.0231457,19.922855,21.183601,22.780416,0.24417172,175.15779,10.116735,1.1319981,,7.0,0.0,Cluster,0.075917326,0.21270607,1.0,False,True,True,True,True,True,True,True
9091700014_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21,9091700014_A,9091700014_blue_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21.fits,9091700014,258.0,1.8333334,115.77895,1.3375707,115.87767,1.229452,113.92184,2.0623097,112.62792,1.5805999,115.87767,1.2603902,116.724144,1.2829326,0.0,1.0,0.2487692,0.0111601995,,,0.2825515,0.010847211,,,,,112.62792,1.6184025,,,,,,,,,,,,,1,1.5,355.45224,-29.2470131,,,16.73665,16.736828,,0.051405534,-20.086971,2.2701423,19.411097,20.839075,22.409853,0.59267396,79.77,10.203943,1.2244892,,7.0,0.0,Cluster,0.14621815,0.2767661,1.0,False,True,True,True,True,True,True,True
9091700022_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08,9091700022_A,9091700022_blue_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08.fits,9091700022,323.5,1.0833334,133.11353,1.3151007,125.05263,1.382918,127.65411,1.9855895,127.64486,1.6365902,125.05263,1.3118477,124.28994,1.2030721,0.0,1.0,0.48631227,0.008052745,,,0.5957273,0.011042941,,,0.01997988,0.0071739946,127.89673,1.2929262,0.0,1.0,0.4157233,0.007867446,,,0.48540413,0.009678533,,,0.01997988,0.0071739946,1,1.5,355.4725647,-29.2592869,,,16.008055,15.99431,,0.052779254,-20.831392,4.075663,19.78917,20.97689,22.588434,0.6583256,146.36761,10.532259,1.2765417,,7.0,0.0,Cluster,0.20778048,1.071573,1.0,False,True,True,True,True,True,True,True
9091700024_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04,9091700024_A,9091700024_blue_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04.fits,9091700024,169.5,2.4166667,230.06871,1.4224279,234.34645,1.5625993,244.3853,3.0554152,237.02353,1.8951852,234.34645,1.6797739,234.12543,1.4826189,0.0,1.0,0.124449275,0.0051850323,,,0.13205516,0.004548288,,,0.091126755,0.029541874,231.66605,1.5261097,0.0,1.0,0.091544226,0.0056134094,,,0.09741881,0.0052194553,,,0.091126755,0.029541874,1,0.0,355.4665833,-29.2754707,,,15.156508,15.240544,,0.052109815,-21.584578,3.6652756,19.62245,21.114956,22.67792,0.16842227,-5.4648423,10.831652,1.2761793,,7.0,0.0,Cluster,0.21528484,0.6843791,1.0,False,True,True,True,True,True,True,True
9091700025_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01,9091700025_A,9091700025_blue_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01.fits,9091700025,328.0,2.1666667,168.40166,1.6679796,180.624,1.7235085,185.01947,2.5876248,182.62932,2.330875,180.624,1.7805978,179.34802,1.4399673,0.0,1.0,0.21293774,0.007793249,,,0.21783695,0.007015288,,,0.05432445,0.027762083,179.70871,1.604277,0.0,1.0,0.123731256,0.008547883,,,0.13011736,0.007831774,,,0.05432445,0.027762083,1,0.0,355.3166504,-29.2239952,,,15.6515045,15.695154,,0.051332396,-21.126558,4.572705,20.3833,21.7662,23.343102,0.1314276,152.87979,10.783948,1.3448458,,7.0,0.0,Cluster,0.21646373,0.23442037,1.0,False,True,True,True,True,True,True,True
9091700033_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08,9091700033_A,9091700033_blue_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08.fits,9091700033,299.5,0.9166667,156.51595,1.406232,148.03647,0.9788362,152.59431,1.4628407,150.69481,1.3084714,148.03647,1.1738237,146.35551,0.9761689,0.0,1.0,0.4492194,0.007942116,,,0.55213886,0.009222451,,,0.04483576,0.0058180653,149.03018,1.421225,0.0,1.0,0.3834368,0.007958667,,,0.4279666,0.007824078,,,0.04483576,0.0058180653,1,1.5,355.3710327,-29.153698,,,15.495497,15.506824,,0.049282946,-21.315706,4.142779,18.820604,19.869984,21.517212,0.8043566,121.39299,10.723312,1.2690134,,7.0,0.0,Cluster,0.25843018,-0.9533667,1.0,False,True,True,True,True,True,True,True
9091700034_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01,9091700034_A,9091700034_blue_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01.fits,9091700034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,355.3789978,-29.3207951,,,15.7270775,15.903241,,0.051231164,-20.920925,2.1382494,19.4886,20.917452,22.488117,0.20719507,136.09862,10.572678,1.2921942,,7.0,0.0,Cluster,0.25880042,0.17580488,1.0,False,True,True,True,True,False,False,False
9091700037_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21,9091700037_A,9091700037_blue_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21.fits,9091700037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,355.3740845,-29.3208065,,,13.684475,13.445877,,0.052212305,-23.379244,9.568701,20.191599,21.551369,23.13165,0.06047044,88.61763,11.595308,1.3293467,,7.0,0.0,Cluster,0.26160878,0.74367404,1.0,False,True,True,True,True,False,False,False
9091700038_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01,9091700038_A,9091700038_blue_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01.fits,9091700038,30.5,1.25,148.4663,1.2355266,146.02731,1.3821192,151.16699,2.3020363,147.77159,1.4941882,146.02731,1.267594,146.03592,1.1243049,0.0,1.0,0.29251084,0.007968979,,,0.32997206,0.008503113,,,0.018387854,0.013027244,147.33884,1.4114647,0.0,1.0,0.2015398,0.008711248,,,0.22732402,0.009062921,,,0.018387854,0.013027244,1,1.0,355.4134216,-29.1494808,,,15.6831455,15.66878,,0.050867274,-21.154835,3.236611,19.24841,20.504005,22.101782,0.5680363,31.153952,10.627903,1.2263641,,7.0,0.0,Cluster,0.26447237,-0.034943942,1.0,False,True,True,True,True,True,True,True
9091700047_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21,9091700047_A,9091700047_blue_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21.fits,9091700047,322.0,4.5833335,,,50.063198,2.923997,49.59375,3.8446126,50.504364,3.2787514,50.063198,2.5253453,50.597137,2.477291,,,,,,,,,,,,,50.348526,2.517839,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
9091700061_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21,9091700061_A,9091700061_blue_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21.fits,9091700061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,355.4000854,-29.1180382,,,16.333635,16.237438,,0.049578972,-20.584522,,,,,,,10.382508,1.1951971,,7.0,0.0,Cluster,0.35593483,-0.7816574,1.0,False,True,True,True,True,False,False,False
